case_id,service,feature,score
mobservice2_qr_expired_1625152105,dbservice1,cpu,-0.0846288130074813
mobservice2_qr_expired_1625152105,dbservice1,memory,9.934373528253104e-07
mobservice2_qr_expired_1625152105,dbservice1,net_in_err,0.0
mobservice2_qr_expired_1625152105,dbservice1,net_out_err,0.0
mobservice2_qr_expired_1625152105,dbservice1,trace_rows,-3.0
mobservice2_qr_expired_1625152105,dbservice1,mean_latency_ms,52.079751351351376
mobservice2_qr_expired_1625152105,dbservice1,error_rows,0.0
mobservice2_qr_expired_1625152105,dbservice2,cpu,-0.048184327626696444
mobservice2_qr_expired_1625152105,dbservice2,memory,-9.5367431640625e-07
mobservice2_qr_expired_1625152105,dbservice2,net_in_err,0.0
mobservice2_qr_expired_1625152105,dbservice2,net_out_err,0.0
mobservice2_qr_expired_1625152105,dbservice2,trace_rows,-16.0
mobservice2_qr_expired_1625152105,dbservice2,mean_latency_ms,123.3869611764706
mobservice2_qr_expired_1625152105,dbservice2,error_rows,-2.0
mobservice2_qr_expired_1625152105,redisservice1,cpu,0.14822411979183858
mobservice2_qr_expired_1625152105,redisservice1,memory,1.557668050128358e-05
mobservice2_qr_expired_1625152105,redisservice1,net_in_err,0.0
mobservice2_qr_expired_1625152105,redisservice1,net_out_err,0.0
mobservice2_qr_expired_1625152105,redisservice1,trace_rows,-49.0
mobservice2_qr_expired_1625152105,redisservice1,mean_latency_ms,3.821428571448848e-05
mobservice2_qr_expired_1625152105,redisservice1,error_rows,2.0
mobservice2_qr_expired_1625152105,redisservice2,cpu,-0.01033778402872576
mobservice2_qr_expired_1625152105,redisservice2,memory,3.957748413083162e-05
mobservice2_qr_expired_1625152105,redisservice2,net_in_err,0.0
mobservice2_qr_expired_1625152105,redisservice2,net_out_err,0.0
mobservice2_qr_expired_1625152105,redisservice2,trace_rows,-54.0
mobservice2_qr_expired_1625152105,redisservice2,mean_latency_ms,-0.03423542231693144
mobservice2_qr_expired_1625152105,redisservice2,error_rows,0.0
mobservice2_qr_expired_1625152105,logservice1,cpu,-0.013125402483622928
mobservice2_qr_expired_1625152105,logservice1,memory,-5.2452087402621306e-06
mobservice2_qr_expired_1625152105,logservice1,net_in_err,0.0
mobservice2_qr_expired_1625152105,logservice1,net_out_err,0.0
mobservice2_qr_expired_1625152105,logservice1,trace_rows,-18.0
mobservice2_qr_expired_1625152105,logservice1,mean_latency_ms,78.78222777777785
mobservice2_qr_expired_1625152105,logservice1,error_rows,-1.0
mobservice2_qr_expired_1625152105,logservice2,cpu,-0.01565390511402405
mobservice2_qr_expired_1625152105,logservice2,memory,3.1471252441378494e-05
mobservice2_qr_expired_1625152105,logservice2,net_in_err,0.0
mobservice2_qr_expired_1625152105,logservice2,net_out_err,0.0
mobservice2_qr_expired_1625152105,logservice2,trace_rows,-19.0
mobservice2_qr_expired_1625152105,logservice2,mean_latency_ms,95.52496009389665
mobservice2_qr_expired_1625152105,logservice2,error_rows,-2.0
dbservice2_memory_1625152223,webservice1,cpu,0.5903370824554861
dbservice2_memory_1625152223,webservice1,memory,1.9959276018099417
dbservice2_memory_1625152223,webservice1,net_in_err,0.0
dbservice2_memory_1625152223,webservice1,net_out_err,0.0
dbservice2_memory_1625152223,webservice1,trace_rows,46.0
dbservice2_memory_1625152223,webservice1,mean_latency_ms,1334.1559393939394
dbservice2_memory_1625152223,webservice1,error_rows,6.0
dbservice2_memory_1625152223,webservice2,cpu,1.2356355514620159
dbservice2_memory_1625152223,webservice2,memory,1.0427955665024353
dbservice2_memory_1625152223,webservice2,net_in_err,0.0
dbservice2_memory_1625152223,webservice2,net_out_err,0.0
dbservice2_memory_1625152223,webservice2,trace_rows,44.0
dbservice2_memory_1625152223,webservice2,mean_latency_ms,1263.80475
dbservice2_memory_1625152223,webservice2,error_rows,4.0
dbservice2_memory_1625152223,mobservice1,cpu,2.090919430168139
dbservice2_memory_1625152223,mobservice1,memory,2.373887240357184
dbservice2_memory_1625152223,mobservice1,net_in_err,0.0
dbservice2_memory_1625152223,mobservice1,net_out_err,0.0
dbservice2_memory_1625152223,mobservice1,trace_rows,94.0
