dataset,service,fault,instance,budget,policy,avg5_case_policy,top1_case_policy,top3_case_policy,top5_case_policy,total_reduction,post_injection_trace_reduction,post_injection_span_reduction
RE2-OB,productcatalogservice,socket,1,0.1,service_aware_abnormality,0.4,0.0,0.0,1.0,0.4268184318537638,0.8999910785975556,0.8126037220609539
RE2-OB,productcatalogservice,socket,1,0.25,abnormality_service_diversity,0.4,0.0,0.0,1.0,0.355689078830449,0.7500223035061111,0.5873263435996203
RE2-OB,productcatalogservice,socket,1,0.25,abnormality_topk,0.4,0.0,0.0,1.0,0.355689078830449,0.7500223035061111,0.5868434636369186
RE2-OB,productcatalogservice,socket,1,0.25,coverage_aware,0.4,0.0,0.0,1.0,0.355689078830449,0.7500223035061111,0.583968385238304
RE2-OB,productcatalogservice,socket,1,0.25,early_window,0.4,0.0,0.0,1.0,0.3557313925443236,0.7500223035061111,0.7492465407478535
RE2-OB,productcatalogservice,socket,1,0.25,hybrid_abnormality_latency,0.4,0.0,0.0,1.0,0.355689078830449,0.7500223035061111,0.5849785479188984
RE2-OB,productcatalogservice,socket,1,0.25,late_window,0.4,0.0,0.0,1.0,0.355689078830449,0.7500223035061111,0.7517774977937381
RE2-OB,productcatalogservice,socket,1,0.25,latency_service_diversity,0.4,0.0,0.0,1.0,0.355689078830449,0.7500223035061111,0.5864382884958012
RE2-OB,productcatalogservice,socket,1,0.25,latency_topk,0.4,0.0,0.0,1.0,0.355689078830449,0.7500223035061111,0.5858333009563244
RE2-OB,productcatalogservice,socket,1,0.25,random,0.4,0.0,0.0,1.0,0.3556933102018364,0.7500223035061111,0.7504914829965199
RE2-OB,productcatalogservice,socket,1,0.25,service_aware_abnormality,0.4,0.0,0.0,1.0,0.355689078830449,0.7500223035061111,0.5867324567489413
RE2-OB,productcatalogservice,socket,1,0.5,abnormality_service_diversity,0.4,0.0,0.0,1.0,0.23712605255363262,0.5000446070122223,0.22191386975561833
RE2-OB,productcatalogservice,socket,1,0.5,abnormality_topk,0.4,0.0,0.0,1.0,0.23712605255363262,0.5000446070122223,0.22157529874728732
RE2-OB,productcatalogservice,socket,1,0.5,coverage_aware,0.4,0.0,0.0,1.0,0.23712605255363262,0.5000446070122223,0.22085375397543416
RE2-OB,productcatalogservice,socket,1,0.5,early_window,0.4,0.0,0.0,1.0,0.23716836626750726,0.5000446070122223,0.49850418218450454
RE2-OB,productcatalogservice,socket,1,0.5,hybrid_abnormality_latency,0.4,0.0,0.0,1.0,0.23712605255363262,0.5000446070122223,0.22134773462693358
RE2-OB,productcatalogservice,socket,1,0.5,late_window,0.4,0.0,0.0,1.0,0.23712605255363262,0.5000446070122223,0.5015180191930909
RE2-OB,productcatalogservice,socket,1,0.5,latency_service_diversity,0.4,0.0,0.0,1.0,0.23712605255363262,0.5000446070122223,0.22374548340724543
RE2-OB,productcatalogservice,socket,1,0.5,latency_topk,0.4,0.0,0.0,1.0,0.23712605255363262,0.5000446070122223,0.22326260344454374
RE2-OB,productcatalogservice,socket,1,0.5,random,0.4,0.0,0.0,1.0,0.2371514407819574,0.5000446070122223,0.5005150719602152
RE2-OB,productcatalogservice,socket,1,0.5,service_aware_abnormality,0.4,0.0,0.0,1.0,0.23712605255363262,0.5000446070122223,0.221331083593737
RE2-OB,productcatalogservice,socket,1,1.0,abnormality_service_diversity,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,1,1.0,abnormality_topk,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,1,1.0,coverage_aware,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,1,1.0,early_window,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,1,1.0,hybrid_abnormality_latency,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,1,1.0,late_window,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,1,1.0,latency_service_diversity,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,1,1.0,latency_topk,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,1,1.0,random,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,1,1.0,service_aware_abnormality,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,2,0.05,abnormality_service_diversity,0.4,0.0,0.0,1.0,0.47006697157791566,0.9499917478131705,0.9216929789052309
RE2-OB,productcatalogservice,socket,2,0.05,abnormality_topk,0.4,0.0,0.0,1.0,0.47006697157791566,0.9499917478131705,0.9211382479497444
RE2-OB,productcatalogservice,socket,2,0.05,coverage_aware,0.4,0.0,0.0,1.0,0.47006697157791566,0.9499917478131705,0.9108732264851547
RE2-OB,productcatalogservice,socket,2,0.05,early_window,0.4,0.0,0.0,1.0,0.4701078079059131,0.9499917478131705,0.9498143400450781
RE2-OB,productcatalogservice,socket,2,0.05,hybrid_abnormality_latency,0.4,0.0,0.0,1.0,0.47006697157791566,0.9499917478131705,0.9210532891547599
RE2-OB,productcatalogservice,socket,2,0.05,late_window,0.4,0.0,0.0,1.0,0.47006697157791566,0.9499917478131705,0.9495594636601248
RE2-OB,productcatalogservice,socket,2,0.05,latency_service_diversity,0.4,0.0,0.0,1.0,0.47006697157791566,0.9499917478131705,0.9208234006506845
RE2-OB,productcatalogservice,socket,2,0.05,latency_topk,0.4,0.0,0.0,1.0,0.47006697157791566,0.9499917478131705,0.9202086987810911
RE2-OB,productcatalogservice,socket,2,0.05,random,0.45999999999999996,0.0,0.4,1.0,0.47007105521071535,0.9499917478131705,0.9494045387986827
RE2-OB,productcatalogservice,socket,2,0.05,service_aware_abnormality,0.4,0.0,0.0,1.0,0.47006697157791566,0.9499917478131705,0.9210882721879888
RE2-OB,productcatalogservice,socket,2,0.1,abnormality_service_diversity,0.4,0.0,0.0,1.0,0.4453201568114995,0.899983495626341,0.8481386527534146
RE2-OB,productcatalogservice,socket,2,0.1,abnormality_topk,0.4,0.0,0.0,1.0,0.4453201568114995,0.899983495626341,0.8473640284462036
RE2-OB,productcatalogservice,socket,2,0.1,coverage_aware,0.4,0.0,0.0,1.0,0.4453201568114995,0.899983495626341,0.8370490312198584
RE2-OB,productcatalogservice,socket,2,0.1,early_window,0.4,0.0,0.0,1.0,0.44536099313949684,0.899983495626341,0.9002583746882762
RE2-OB,productcatalogservice,socket,2,0.1,hybrid_abnormality_latency,0.4,0.0,0.0,1.0,0.4453201568114995,0.899983495626341,0.8465244356487104
RE2-OB,productcatalogservice,socket,2,0.1,late_window,0.8,0.0,1.0,1.0,0.4453201568114995,0.899983495626341,0.900743139577305
RE2-OB,productcatalogservice,socket,2,0.1,latency_service_diversity,0.4,0.0,0.0,1.0,0.4453201568114995,0.899983495626341,0.8448702379346017
RE2-OB,productcatalogservice,socket,2,0.1,latency_topk,0.4,0.0,0.0,1.0,0.4453201568114995,0.899983495626341,0.8444354488073285
RE2-OB,productcatalogservice,socket,2,0.1,random,0.36,0.0,0.0,1.0,0.44532424044429925,0.899983495626341,0.8994527654087767
RE2-OB,productcatalogservice,socket,2,0.1,service_aware_abnormality,0.4,0.0,0.0,1.0,0.4453201568114995,0.899983495626341,0.8475339460361725
RE2-OB,productcatalogservice,socket,2,0.25,abnormality_service_diversity,0.2,0.0,0.0,1.0,0.3710797125122509,0.7499587390658524,0.6371110011644352
RE2-OB,productcatalogservice,socket,2,0.25,abnormality_topk,0.2,0.0,0.0,1.0,0.3710797125122509,0.7499587390658524,0.6367711659844975
RE2-OB,productcatalogservice,socket,2,0.25,coverage_aware,0.4,0.0,0.0,1.0,0.3710797125122509,0.7499587390658524,0.6026027376722289
RE2-OB,productcatalogservice,socket,2,0.25,early_window,0.4,0.0,0.0,1.0,0.37112054884024825,0.7499587390658524,0.7505110021639505
RE2-OB,productcatalogservice,socket,2,0.25,hybrid_abnormality_latency,0.4,0.0,0.0,1.0,0.3710797125122509,0.7499587390658524,0.606475859208284
RE2-OB,productcatalogservice,socket,2,0.25,late_window,0.6,0.0,1.0,1.0,0.3710797125122509,0.7499587390658524,0.7465479242567354
RE2-OB,productcatalogservice,socket,2,0.25,latency_service_diversity,0.4,0.0,0.0,1.0,0.3710797125122509,0.7499587390658524,0.6018630963982469
RE2-OB,productcatalogservice,socket,2,0.25,latency_topk,0.4,0.0,0.0,1.0,0.3710797125122509,0.7499587390658524,0.6013983218139203
RE2-OB,productcatalogservice,socket,2,0.25,random,0.38,0.0,0.0,1.0,0.3710919634106501,0.7499587390658524,0.7500227389715988
RE2-OB,productcatalogservice,socket,2,0.25,service_aware_abnormality,0.2,0.0,0.0,1.0,0.3710797125122509,0.7499587390658524,0.6367711659844975
RE2-OB,productcatalogservice,socket,2,0.5,abnormality_service_diversity,0.4,0.0,0.0,1.0,0.2474273113361647,0.5,0.25917929804045037
RE2-OB,productcatalogservice,socket,2,0.5,abnormality_topk,0.4,0.0,0.0,1.0,0.2474273113361647,0.5,0.25917929804045037
RE2-OB,productcatalogservice,socket,2,0.5,coverage_aware,0.4,0.0,0.0,1.0,0.24738647500816724,0.5,0.23115788842411433
RE2-OB,productcatalogservice,socket,2,0.5,early_window,0.4,0.0,0.0,1.0,0.2474273113361647,0.5,0.5015467498263342
RE2-OB,productcatalogservice,socket,2,0.5,hybrid_abnormality_latency,0.4,0.0,0.0,1.0,0.24738647500816724,0.5,0.22597540193006393
RE2-OB,productcatalogservice,socket,2,0.5,late_window,0.8,0.0,1.0,1.0,0.24738647500816724,0.5,0.4984532501736658
RE2-OB,productcatalogservice,socket,2,0.5,latency_service_diversity,0.4,0.0,0.0,1.0,0.2474273113361647,0.5,0.2557159777507909
RE2-OB,productcatalogservice,socket,2,0.5,latency_topk,0.4,0.0,0.0,1.0,0.2474273113361647,0.5,0.2553861377232043
RE2-OB,productcatalogservice,socket,2,0.5,random,0.4,0.0,0.0,1.0,0.24740689317216596,0.5,0.5005637265926026
RE2-OB,productcatalogservice,socket,2,0.5,service_aware_abnormality,0.4,0.0,0.0,1.0,0.2474273113361647,0.5,0.25917929804045037
RE2-OB,productcatalogservice,socket,2,1.0,abnormality_service_diversity,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,2,1.0,abnormality_topk,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,2,1.0,coverage_aware,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,2,1.0,early_window,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,2,1.0,hybrid_abnormality_latency,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,2,1.0,late_window,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,2,1.0,latency_service_diversity,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,2,1.0,latency_topk,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,2,1.0,random,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,2,1.0,service_aware_abnormality,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,3,0.05,abnormality_service_diversity,0.4,0.0,0.0,1.0,0.4750050515255607,0.9499757556166155,0.9230659540047893
RE2-OB,productcatalogservice,socket,3,0.05,abnormality_topk,0.4,0.0,0.0,1.0,0.4750050515255607,0.9499757556166155,0.9215662170733986
RE2-OB,productcatalogservice,socket,3,0.05,coverage_aware,0.4,0.0,0.0,1.0,0.4750050515255607,0.9499757556166155,0.9112696625346046
RE2-OB,productcatalogservice,socket,3,0.05,early_window,0.4,0.0,0.0,1.0,0.4750454637300465,0.9499757556166155,0.9524706322005813
RE2-OB,productcatalogservice,socket,3,0.05,hybrid_abnormality_latency,0.4,0.0,0.0,1.0,0.4750050515255607,0.9499757556166155,0.9218317442678088
RE2-OB,productcatalogservice,socket,3,0.05,late_window,0.6,0.0,1.0,1.0,0.4750050515255607,0.9499757556166155,0.9508332145017185
RE2-OB,productcatalogservice,socket,3,0.05,latency_service_diversity,0.4,0.0,0.0,1.0,0.4750050515255607,0.9499757556166155,0.9209220677684407
RE2-OB,productcatalogservice,socket,3,0.05,latency_topk,0.4,0.0,0.0,1.0,0.4750050515255607,0.9499757556166155,0.9203860962093534
RE2-OB,productcatalogservice,socket,3,0.05,random,0.32,0.0,0.0,0.9,0.4750131339664579,0.9499757556166155,0.950080395733863
RE2-OB,productcatalogservice,socket,3,0.05,service_aware_abnormality,0.4,0.0,0.0,1.0,0.4750050515255607,0.9499757556166155,0.9225299824457022
RE2-OB,productcatalogservice,socket,3,0.1,abnormality_service_diversity,0.2,0.0,0.0,1.0,0.4500303091533643,0.9000323258445126,0.8451386396156739
RE2-OB,productcatalogservice,socket,3,0.1,abnormality_topk,0.2,0.0,0.0,1.0,0.4500303091533643,0.9000323258445126,0.844494490310716
RE2-OB,productcatalogservice,socket,3,0.1,coverage_aware,0.4,0.0,0.0,1.0,0.4500303091533643,0.9000323258445126,0.8365286744784112
RE2-OB,productcatalogservice,socket,3,0.1,early_window,0.4,0.0,0.0,1.0,0.4500707213578501,0.9000323258445126,0.9024040045434654
RE2-OB,productcatalogservice,socket,3,0.1,hybrid_abnormality_latency,0.4,0.0,0.0,1.0,0.4500303091533643,0.9000323258445126,0.8391741120819791
RE2-OB,productcatalogservice,socket,3,0.1,late_window,0.2,0.0,0.0,1.0,0.4500303091533643,0.9000323258445126,0.8993553589780153
RE2-OB,productcatalogservice,socket,3,0.1,latency_service_diversity,0.4,0.0,0.0,1.0,0.4500707213578501,0.9000323258445126,0.8394298049358555
RE2-OB,productcatalogservice,socket,3,0.1,latency_topk,0.4,0.0,0.0,1.0,0.4500707213578501,0.9000323258445126,0.8388643303551673
RE2-OB,productcatalogservice,socket,3,0.1,random,0.4,0.0,0.1,1.0,0.45003839159426146,0.9000323258445126,0.9000245858513344
RE2-OB,productcatalogservice,socket,3,0.1,service_aware_abnormality,0.2,0.0,0.0,1.0,0.4500303091533643,0.9000323258445126,0.844494490310716
RE2-OB,productcatalogservice,socket,3,0.25,abnormality_service_diversity,0.4,0.0,0.0,1.0,0.3750252576278036,0.7499595926943592,0.6191356598104922
RE2-OB,productcatalogservice,socket,3,0.25,abnormality_topk,0.4,0.0,0.0,1.0,0.3750252576278036,0.7499595926943592,0.6190176477240877
RE2-OB,productcatalogservice,socket,3,0.25,coverage_aware,0.4,0.0,0.0,1.0,0.3749848454233179,0.7499595926943592,0.590625906603268
RE2-OB,productcatalogservice,socket,3,0.25,early_window,0.4,0.0,0.0,1.0,0.3750252576278036,0.7499595926943592,0.7531433010930869
RE2-OB,productcatalogservice,socket,3,0.25,hybrid_abnormality_latency,0.4,0.0,0.0,1.0,0.3749848454233179,0.7499595926943592,0.5943383701547433
RE2-OB,productcatalogservice,socket,3,0.25,late_window,0.4,0.0,0.0,1.0,0.3749848454233179,0.7499595926943592,0.7445923419990264
RE2-OB,productcatalogservice,socket,3,0.25,latency_service_diversity,0.4,0.0,0.0,1.0,0.3750252576278036,0.7499595926943592,0.6054216719362342
RE2-OB,productcatalogservice,socket,3,0.25,latency_topk,0.4,0.0,0.0,1.0,0.3750252576278036,0.7499595926943592,0.604984043782484
RE2-OB,productcatalogservice,socket,3,0.25,random,0.4,0.0,0.0,1.0,0.3749969690846636,0.7499595926943592,0.7503719839306876
RE2-OB,productcatalogservice,socket,3,0.25,service_aware_abnormality,0.4,0.0,0.0,1.0,0.3750252576278036,0.7499595926943592,0.6190176477240877
RE2-OB,productcatalogservice,socket,3,0.5,abnormality_service_diversity,0.4,0.0,0.0,1.0,0.2500303091533643,0.5,0.2510756309958745
RE2-OB,productcatalogservice,socket,3,0.5,abnormality_topk,0.4,0.0,0.0,1.0,0.2500303091533643,0.5,0.2509674532500037
RE2-OB,productcatalogservice,socket,3,0.5,coverage_aware,0.4,0.0,0.0,1.0,0.24998989694887852,0.5,0.22463600647099602
RE2-OB,productcatalogservice,socket,3,0.5,early_window,0.4,0.0,0.0,1.0,0.2500303091533643,0.5,0.5071667756639409
RE2-OB,productcatalogservice,socket,3,0.5,hybrid_abnormality_latency,0.4,0.0,0.0,1.0,0.24998989694887852,0.5,0.2303202552994803
RE2-OB,productcatalogservice,socket,3,0.5,late_window,0.6,0.0,1.0,1.0,0.24998989694887852,0.5,0.49283322433605914
RE2-OB,productcatalogservice,socket,3,0.5,latency_service_diversity,0.4,0.0,0.0,1.0,0.2500303091533643,0.5,0.24768278351174466
RE2-OB,productcatalogservice,socket,3,0.5,latency_topk,0.4,0.0,0.0,1.0,0.2500303091533643,0.5,0.24735825027413227
RE2-OB,productcatalogservice,socket,3,0.5,random,0.4,0.0,0.0,1.0,0.2500101030511214,0.5,0.5006790612138527
RE2-OB,productcatalogservice,socket,3,0.5,service_aware_abnormality,0.4,0.0,0.0,1.0,0.2500303091533643,0.5,0.2509674532500037
RE2-OB,productcatalogservice,socket,3,1.0,abnormality_service_diversity,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,3,1.0,abnormality_topk,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,3,1.0,coverage_aware,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,3,1.0,early_window,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,3,1.0,hybrid_abnormality_latency,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,3,1.0,late_window,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,3,1.0,latency_service_diversity,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,3,1.0,latency_topk,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,3,1.0,random,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,productcatalogservice,socket,3,1.0,service_aware_abnormality,0.4,0.0,0.0,1.0,0.0,0.0,0.0
RE2-OB,recommendationservice,cpu,1,0.05,abnormality_service_diversity,0.8,0.0,1.0,1.0,0.47466399532515235,0.9499791231732777,0.923809474837124
RE2-OB,recommendationservice,cpu,1,0.05,abnormality_topk,0.8,0.0,1.0,1.0,0.47466399532515235,0.9499791231732777,0.9234083908820248
RE2-OB,recommendationservice,cpu,1,0.05,coverage_aware,0.8,0.0,1.0,1.0,0.47466399532515235,0.9499791231732777,0.9103525939333481
RE2-OB,recommendationservice,cpu,1,0.05,early_window,0.8,0.0,1.0,1.0,0.47483095416979715,0.9499791231732777,0.950373573709461
RE2-OB,recommendationservice,cpu,1,0.05,hybrid_abnormality_latency,0.8,0.0,1.0,1.0,0.47466399532515235,0.9499791231732777,0.9141371809968479
RE2-OB,recommendationservice,cpu,1,0.05,late_window,0.8,0.0,1.0,1.0,0.47466399532515235,0.9499791231732777,0.9496228268191471
RE2-OB,recommendationservice,cpu,1,0.05,latency_service_diversity,0.8,0.0,1.0,1.0,0.47466399532515235,0.9499791231732777,0.9170527528242995
RE2-OB,recommendationservice,cpu,1,0.05,latency_topk,0.8,0.0,1.0,1.0,0.47466399532515235,0.9499791231732777,0.9164665531976162
RE2-OB,recommendationservice,cpu,1,0.05,random,0.8,0.0,1.0,1.0,0.4746723432673846,0.9499791231732777,0.9503859147542333
RE2-OB,recommendationservice,cpu,1,0.05,service_aware_abnormality,0.8,0.0,1.0,1.0,0.47466399532515235,0.9499791231732777,0.9232438436183943
RE2-OB,recommendationservice,cpu,1,0.1,abnormality_service_diversity,0.8,0.0,1.0,1.0,0.4496619083395943,0.8999582463465553,0.8494803905940671
RE2-OB,recommendationservice,cpu,1,0.1,abnormality_topk,0.8,0.0,1.0,1.0,0.4496619083395943,0.8999582463465553,0.8488941909673836
RE2-OB,recommendationservice,cpu,1,0.1,coverage_aware,0.8,0.0,1.0,1.0,0.4496619083395943,0.8999582463465553,0.8373193193913808
RE2-OB,recommendationservice,cpu,1,0.1,early_window,0.8,0.0,1.0,1.0,0.4498288671842391,0.8999582463465553,0.900577458053303
RE2-OB,recommendationservice,cpu,1,0.1,hybrid_abnormality_latency,0.8,0.0,1.0,1.0,0.4496619083395943,0.8999582463465553,0.8386665501123549
RE2-OB,recommendationservice,cpu,1,0.1,late_window,0.8,0.0,1.0,1.0,0.4496619083395943,0.8999582463465553,0.8978881387133433
RE2-OB,recommendationservice,cpu,1,0.1,latency_service_diversity,0.8,0.0,1.0,1.0,0.44970364805075547,0.8999582463465553,0.8292976402893975
RE2-OB,recommendationservice,cpu,1,0.1,latency_topk,0.8,0.0,1.0,1.0,0.44970364805075547,0.8999582463465553,0.8286343091328874
RE2-OB,recommendationservice,cpu,1,0.1,random,0.8,0.0,1.0,1.0,0.4496744302529427,0.8999582463465552,0.9000946146765875
RE2-OB,recommendationservice,cpu,1,0.1,service_aware_abnormality,0.8,0.0,1.0,1.0,0.4496619083395943,0.8999582463465553,0.8488839067634067
RE2-OB,recommendationservice,cpu,1,0.25,abnormality_service_diversity,0.8,0.0,1.0,1.0,0.3746973870940813,0.7499791231732776,0.618162932643606
RE2-OB,recommendationservice,cpu,1,0.25,abnormality_topk,0.8,0.0,1.0,1.0,0.3746973870940813,0.7499791231732776,0.6175973014248765
RE2-OB,recommendationservice,cpu,1,0.25,coverage_aware,0.8,0.0,1.0,1.0,0.3746973870940813,0.7499791231732776,0.6075804867513742
RE2-OB,recommendationservice,cpu,1,0.25,early_window,0.8,0.0,1.0,1.0,0.3748643459387261,0.7499791231732776,0.7506131956621227
RE2-OB,recommendationservice,cpu,1,0.25,hybrid_abnormality_latency,0.8,0.0,1.0,1.0,0.3746973870940813,0.7499791231732776,0.6034616630586251
RE2-OB,recommendationservice,cpu,1,0.25,late_window,0.8,0.0,1.0,1.0,0.3746973870940813,0.7499791231732776,0.7491631229013797
RE2-OB,recommendationservice,cpu,1,0.25,latency_service_diversity,0.8,0.0,1.0,1.0,0.37478086651640374,0.7499791231732776,0.5815460243838476
RE2-OB,recommendationservice,cpu,1,0.25,latency_topk,0.8,0.0,1.0,1.0,0.37478086651640374,0.7499791231732776,0.5809546826551758
RE2-OB,recommendationservice,cpu,1,0.25,random,0.8,0.0,1.0,1.0,0.37472660489189413,0.7499791231732776,0.7491564381687946
RE2-OB,recommendationservice,cpu,1,0.25,service_aware_abnormality,0.8,0.0,1.0,1.0,0.3746973870940813,0.7499791231732776,0.6175973014248765
RE2-OB,recommendationservice,cpu,1,0.5,abnormality_service_diversity,0.8,0.0,1.0,1.0,0.24977043158861345,0.4999582463465553,0.2287309806502702
RE2-OB,recommendationservice,cpu,1,0.5,abnormality_topk,0.8,0.0,1.0,1.0,0.24977043158861345,0.4999582463465553,0.2287309806502702
RE2-OB,recommendationservice,cpu,1,0.5,coverage_aware,0.8,0.0,1.0,1.0,0.24981217129977462,0.4999582463465553,0.22313123158484727
RE2-OB,recommendationservice,cpu,1,0.5,early_window,0.8,0.0,1.0,1.0,0.24989565072209696,0.4999582463465553,0.499611771299872
RE2-OB,recommendationservice,cpu,1,0.5,hybrid_abnormality_latency,0.8,0.0,1.0,1.0,0.24972869187745217,0.4999582463465553,0.2212903590729819
RE2-OB,recommendationservice,cpu,1,0.5,late_window,0.8,0.0,1.0,1.0,0.24972869187745217,0.4999582463465553,0.5002596761504168
RE2-OB,recommendationservice,cpu,1,0.5,latency_service_diversity,0.8,0.0,1.0,1.0,0.2498539110109358,0.4999582463465553,0.221634879906208
RE2-OB,recommendationservice,cpu,1,0.5,latency_topk,0.8,0.0,1.0,1.0,0.2498539110109358,0.4999582463465553,0.2211823749312244
RE2-OB,recommendationservice,cpu,1,0.5,random,0.8,0.0,1.0,1.0,0.249791301444194,0.4999582463465552,0.5007029253418211
RE2-OB,recommendationservice,cpu,1,0.5,service_aware_abnormality,0.8,0.0,1.0,1.0,0.24977043158861345,0.4999582463465553,0.2287309806502702
RE2-OB,recommendationservice,cpu,1,1.0,abnormality_service_diversity,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,recommendationservice,cpu,1,1.0,abnormality_topk,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,recommendationservice,cpu,1,1.0,coverage_aware,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,recommendationservice,cpu,1,1.0,early_window,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,recommendationservice,cpu,1,1.0,hybrid_abnormality_latency,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,recommendationservice,cpu,1,1.0,late_window,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,recommendationservice,cpu,1,1.0,latency_service_diversity,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,recommendationservice,cpu,1,1.0,latency_topk,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,recommendationservice,cpu,1,1.0,random,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,recommendationservice,cpu,1,1.0,service_aware_abnormality,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,recommendationservice,cpu,2,0.05,abnormality_service_diversity,0.8,0.0,1.0,1.0,0.46987462977238614,0.9499671916010499,0.9232746363338072
RE2-OB,recommendationservice,cpu,2,0.05,abnormality_topk,0.8,0.0,1.0,1.0,0.46987462977238614,0.9499671916010499,0.9220765016455709
RE2-OB,recommendationservice,cpu,2,0.05,coverage_aware,0.8,0.0,1.0,1.0,0.46987462977238614,0.9499671916010499,0.9118650134728008
RE2-OB,recommendationservice,cpu,2,0.05,early_window,0.8,0.0,1.0,1.0,0.4699152026615815,0.9499671916010499,0.9494049098664652
RE2-OB,recommendationservice,cpu,2,0.05,hybrid_abnormality_latency,0.8,0.0,1.0,1.0,0.46987462977238614,0.9499671916010499,0.9200729818142046
RE2-OB,recommendationservice,cpu,2,0.05,late_window,0.8,0.0,1.0,1.0,0.46987462977238614,0.9499671916010499,0.9510753383114753
RE2-OB,recommendationservice,cpu,2,0.05,latency_service_diversity,0.8,0.0,1.0,1.0,0.46987462977238614,0.9499671916010499,0.9140823083730226
RE2-OB,recommendationservice,cpu,2,0.05,latency_topk,0.8,0.0,1.0,1.0,0.46987462977238614,0.9499671916010499,0.9133316098754138
RE2-OB,recommendationservice,cpu,2,0.05,random,0.8,0.0,1.0,1.0,0.46987868706130564,0.9499671916010499,0.9504727909080966
RE2-OB,recommendationservice,cpu,2,0.05,service_aware_abnormality,0.8,0.0,1.0,1.0,0.46987462977238614,0.9499671916010499,0.9226382826404701
RE2-OB,recommendationservice,cpu,2,0.1,abnormality_service_diversity,0.8,0.0,1.0,1.0,0.44516574025236333,0.900016404199475,0.8459228620007357
RE2-OB,recommendationservice,cpu,2,0.1,abnormality_topk,0.8,0.0,1.0,1.0,0.44516574025236333,0.900016404199475,0.8448440436300001
RE2-OB,recommendationservice,cpu,2,0.1,coverage_aware,0.8,0.0,1.0,1.0,0.44516574025236333,0.900016404199475,0.8368001352251598
RE2-OB,recommendationservice,cpu,2,0.1,early_window,0.8,0.0,1.0,1.0,0.4452063131415588,0.900016404199475,0.8995654897437682
RE2-OB,recommendationservice,cpu,2,0.1,hybrid_abnormality_latency,0.8,0.0,1.0,1.0,0.44516574025236333,0.900016404199475,0.8416374175971683
