dataset,service,fault,instance,budget_type,policy,budget,top1,top3,top5,avg5,full_trace_count,full_anomalous_trace_count,full_anomalous_span_count,kept_trace_count,kept_anomalous_trace_count,kept_anomalous_span_count
RE2-OB,recommendationservice,cpu,3,span_fraction,random,1.0,0.0,1.0,1.0,0.8,24843,12269,202378,24843,12269,202378
RE2-OB,recommendationservice,cpu,3,span_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24843,12269,202378,13374,799,20238
RE2-OB,recommendationservice,cpu,3,span_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,24843,12269,202378,14569,1994,50594
RE2-OB,recommendationservice,cpu,3,span_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,24843,12269,202378,16581,4006,101189
RE2-OB,recommendationservice,cpu,3,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,24843,12269,202378,24843,12269,202378
RE2-OB,recommendationservice,cpu,3,span_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24843,12269,202378,13374,799,20238
RE2-OB,recommendationservice,cpu,3,span_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,24843,12269,202378,14569,1994,50594
RE2-OB,recommendationservice,cpu,3,span_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,24843,12269,202378,16581,4006,101189
RE2-OB,recommendationservice,cpu,3,span_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,24843,12269,202378,24843,12269,202378
RE2-OB,recommendationservice,delay,1,trace_fraction,random,0.1,0.0,1.0,1.0,0.8,24009,11660,189833,13516,1166,18524
RE2-OB,recommendationservice,delay,1,trace_fraction,random,0.25,0.0,1.0,1.0,0.8,24009,11660,189833,15265,2915,47019
RE2-OB,recommendationservice,delay,1,trace_fraction,random,0.5,0.0,1.0,1.0,0.8,24009,11660,189833,18180,5830,94219
RE2-OB,recommendationservice,delay,1,trace_fraction,random,1.0,0.0,1.0,1.0,0.8,24009,11660,189833,24009,11660,189833
RE2-OB,recommendationservice,delay,1,trace_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24009,11660,189833,13516,1166,33437
RE2-OB,recommendationservice,delay,1,trace_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,24009,11660,189833,15265,2915,78154
RE2-OB,recommendationservice,delay,1,trace_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,24009,11660,189833,18180,5830,147001
RE2-OB,recommendationservice,delay,1,trace_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,24009,11660,189833,24009,11660,189833
RE2-OB,recommendationservice,delay,1,trace_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24009,11660,189833,13516,1166,33437
RE2-OB,recommendationservice,delay,1,trace_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,24009,11660,189833,15265,2915,78154
RE2-OB,recommendationservice,delay,1,trace_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,24009,11660,189833,18180,5830,147001
RE2-OB,recommendationservice,delay,1,trace_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,24009,11660,189833,24009,11660,189833
RE2-OB,recommendationservice,delay,1,span_fraction,random,0.1,0.0,1.0,1.0,0.8,24009,11660,189833,13549,1199,18983
RE2-OB,recommendationservice,delay,1,span_fraction,random,0.25,0.0,1.0,1.0,0.8,24009,11660,189833,15305,2955,47458
RE2-OB,recommendationservice,delay,1,span_fraction,random,0.5,0.0,1.0,1.0,0.8,24009,11660,189833,18218,5868,94916
RE2-OB,recommendationservice,delay,1,span_fraction,random,1.0,0.0,1.0,1.0,0.8,24009,11660,189833,24009,11660,189833
RE2-OB,recommendationservice,delay,1,span_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24009,11660,189833,13002,652,18983
RE2-OB,recommendationservice,delay,1,span_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,24009,11660,189833,14079,1729,47458
RE2-OB,recommendationservice,delay,1,span_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,24009,11660,189833,15931,3581,94916
RE2-OB,recommendationservice,delay,1,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,24009,11660,189833,24009,11660,189833
RE2-OB,recommendationservice,delay,1,span_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24009,11660,189833,13002,652,18983
RE2-OB,recommendationservice,delay,1,span_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,24009,11660,189833,14079,1729,47458
RE2-OB,recommendationservice,delay,1,span_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,24009,11660,189833,15931,3581,94916
RE2-OB,recommendationservice,delay,1,span_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,24009,11660,189833,24009,11660,189833
RE2-OB,recommendationservice,delay,2,trace_fraction,random,0.1,0.0,1.0,1.0,0.8,24165,11674,191645,13658,1167,18877
RE2-OB,recommendationservice,delay,2,trace_fraction,random,0.25,0.0,1.0,1.0,0.8,24165,11674,191645,15409,2918,47571
RE2-OB,recommendationservice,delay,2,trace_fraction,random,0.5,0.0,1.0,1.0,0.8,24165,11674,191645,18328,5837,95765
RE2-OB,recommendationservice,delay,2,trace_fraction,random,1.0,0.0,1.0,1.0,0.8,24165,11674,191645,24165,11674,191645
RE2-OB,recommendationservice,delay,2,trace_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24165,11674,191645,13658,1167,33925
RE2-OB,recommendationservice,delay,2,trace_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,24165,11674,191645,15409,2918,81210
RE2-OB,recommendationservice,delay,2,trace_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,24165,11674,191645,18328,5837,148933
RE2-OB,recommendationservice,delay,2,trace_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,24165,11674,191645,24165,11674,191645
RE2-OB,recommendationservice,delay,2,trace_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24165,11674,191645,13658,1167,33925
RE2-OB,recommendationservice,delay,2,trace_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,24165,11674,191645,15409,2918,81210
RE2-OB,recommendationservice,delay,2,trace_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,24165,11674,191645,18328,5837,148933
RE2-OB,recommendationservice,delay,2,trace_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,24165,11674,191645,24165,11674,191645
RE2-OB,recommendationservice,delay,2,span_fraction,random,0.1,0.0,1.0,1.0,0.8,24165,11674,191645,13682,1191,19164
RE2-OB,recommendationservice,delay,2,span_fraction,random,0.25,0.0,1.0,1.0,0.8,24165,11674,191645,15438,2947,47911
RE2-OB,recommendationservice,delay,2,span_fraction,random,0.5,0.0,1.0,1.0,0.8,24165,11674,191645,18335,5844,95822
RE2-OB,recommendationservice,delay,2,span_fraction,random,1.0,0.0,1.0,1.0,0.8,24165,11674,191645,24165,11674,191645
RE2-OB,recommendationservice,delay,2,span_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24165,11674,191645,13181,690,19164
RE2-OB,recommendationservice,delay,2,span_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,24165,11674,191645,14174,1683,47911
RE2-OB,recommendationservice,delay,2,span_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,24165,11674,191645,16025,3534,95822
RE2-OB,recommendationservice,delay,2,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,24165,11674,191645,24165,11674,191645
RE2-OB,recommendationservice,delay,2,span_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24165,11674,191645,13181,690,19164
RE2-OB,recommendationservice,delay,2,span_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,24165,11674,191645,14174,1683,47911
RE2-OB,recommendationservice,delay,2,span_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,24165,11674,191645,16025,3534,95822
RE2-OB,recommendationservice,delay,2,span_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,24165,11674,191645,24165,11674,191645
RE2-OB,recommendationservice,delay,3,trace_fraction,random,0.1,0.0,1.0,1.0,0.8,24275,11933,194472,13539,1193,19697
RE2-OB,recommendationservice,delay,3,trace_fraction,random,0.25,0.0,1.0,1.0,0.8,24275,11933,194472,15329,2983,48610
RE2-OB,recommendationservice,delay,3,trace_fraction,random,0.5,0.0,1.0,1.0,0.8,24275,11933,194472,18312,5966,96912
RE2-OB,recommendationservice,delay,3,trace_fraction,random,1.0,0.0,1.0,1.0,0.8,24275,11933,194472,24275,11933,194472
RE2-OB,recommendationservice,delay,3,trace_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24275,11933,194472,13539,1193,35173
RE2-OB,recommendationservice,delay,3,trace_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,24275,11933,194472,15329,2983,82747
RE2-OB,recommendationservice,delay,3,trace_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,24275,11933,194472,18312,5966,152131
RE2-OB,recommendationservice,delay,3,trace_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,24275,11933,194472,24275,11933,194472
RE2-OB,recommendationservice,delay,3,trace_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24275,11933,194472,13539,1193,35173
RE2-OB,recommendationservice,delay,3,trace_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,24275,11933,194472,15329,2983,82747
RE2-OB,recommendationservice,delay,3,trace_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,24275,11933,194472,18312,5966,152131
RE2-OB,recommendationservice,delay,3,trace_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,24275,11933,194472,24275,11933,194472
RE2-OB,recommendationservice,delay,3,span_fraction,random,0.1,0.0,1.0,1.0,0.8,24275,11933,194472,13527,1181,19447
RE2-OB,recommendationservice,delay,3,span_fraction,random,0.25,0.0,1.0,1.0,0.8,24275,11933,194472,15334,2988,48618
RE2-OB,recommendationservice,delay,3,span_fraction,random,0.5,0.0,1.0,1.0,0.8,24275,11933,194472,18343,5997,97236
RE2-OB,recommendationservice,delay,3,span_fraction,random,1.0,0.0,1.0,1.0,0.8,24275,11933,194472,24275,11933,194472
RE2-OB,recommendationservice,delay,3,span_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24275,11933,194472,13020,674,19447
RE2-OB,recommendationservice,delay,3,span_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,24275,11933,194472,14045,1699,48618
RE2-OB,recommendationservice,delay,3,span_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,24275,11933,194472,15931,3585,97236
RE2-OB,recommendationservice,delay,3,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,24275,11933,194472,24275,11933,194472
RE2-OB,recommendationservice,delay,3,span_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24275,11933,194472,13020,674,19447
RE2-OB,recommendationservice,delay,3,span_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,24275,11933,194472,14045,1699,48618
RE2-OB,recommendationservice,delay,3,span_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,24275,11933,194472,15931,3585,97236
RE2-OB,recommendationservice,delay,3,span_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,24275,11933,194472,24275,11933,194472
RE2-OB,recommendationservice,disk,1,trace_fraction,random,0.1,0.0,1.0,1.0,0.8,23786,11752,193543,13213,1175,19214
RE2-OB,recommendationservice,disk,1,trace_fraction,random,0.25,0.0,1.0,1.0,0.8,23786,11752,193543,14976,2938,48743
RE2-OB,recommendationservice,disk,1,trace_fraction,random,0.5,0.0,1.0,1.0,0.8,23786,11752,193543,17914,5876,96666
RE2-OB,recommendationservice,disk,1,trace_fraction,random,1.0,0.0,1.0,1.0,0.8,23786,11752,193543,23786,11752,193543
RE2-OB,recommendationservice,disk,1,trace_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,23786,11752,193543,13212,1175,29903
RE2-OB,recommendationservice,disk,1,trace_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,23786,11752,193543,14974,2938,73731
RE2-OB,recommendationservice,disk,1,trace_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,23786,11752,193543,17911,5876,145802
RE2-OB,recommendationservice,disk,1,trace_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,23786,11752,193543,23786,11752,193543
RE2-OB,recommendationservice,disk,1,trace_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,23786,11752,193543,13212,1175,29903
RE2-OB,recommendationservice,disk,1,trace_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,23786,11752,193543,14974,2938,73731
RE2-OB,recommendationservice,disk,1,trace_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,23786,11752,193543,17911,5876,145802
RE2-OB,recommendationservice,disk,1,trace_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,23786,11752,193543,23786,11752,193543
RE2-OB,recommendationservice,disk,1,span_fraction,random,0.1,0.0,1.0,1.0,0.8,23786,11752,193543,13224,1186,19354
RE2-OB,recommendationservice,disk,1,span_fraction,random,0.25,0.0,1.0,1.0,0.8,23786,11752,193543,14953,2915,48386
RE2-OB,recommendationservice,disk,1,span_fraction,random,0.5,0.0,1.0,1.0,0.8,23786,11752,193543,17924,5886,96772
RE2-OB,recommendationservice,disk,1,span_fraction,random,1.0,0.0,1.0,1.0,0.8,23786,11752,193543,23786,11752,193543
RE2-OB,recommendationservice,disk,1,span_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,23786,11752,193543,12805,767,19354
RE2-OB,recommendationservice,disk,1,span_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,23786,11752,193543,13972,1935,48386
RE2-OB,recommendationservice,disk,1,span_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,23786,11752,193543,15965,3930,96772
RE2-OB,recommendationservice,disk,1,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,23786,11752,193543,23786,11752,193543
RE2-OB,recommendationservice,disk,1,span_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,23786,11752,193543,12805,767,19354
RE2-OB,recommendationservice,disk,1,span_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,23786,11752,193543,13972,1935,48386
RE2-OB,recommendationservice,disk,1,span_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,23786,11752,193543,15965,3930,96772
RE2-OB,recommendationservice,disk,1,span_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,23786,11752,193543,23786,11752,193543
RE2-OB,recommendationservice,disk,2,trace_fraction,random,0.1,0.0,1.0,1.0,0.8,24660,12193,199570,13686,1219,20251
RE2-OB,recommendationservice,disk,2,trace_fraction,random,0.25,0.0,1.0,1.0,0.8,24660,12193,199570,15515,3048,50018
RE2-OB,recommendationservice,disk,2,trace_fraction,random,0.5,0.0,1.0,1.0,0.8,24660,12193,199570,18563,6096,99014
RE2-OB,recommendationservice,disk,2,trace_fraction,random,1.0,0.0,1.0,1.0,0.8,24660,12193,199570,24660,12193,199570
RE2-OB,recommendationservice,disk,2,trace_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24660,12193,199570,13686,1219,30768
RE2-OB,recommendationservice,disk,2,trace_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,24660,12193,199570,15515,3048,76894
RE2-OB,recommendationservice,disk,2,trace_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,24660,12193,199570,18563,6096,152569
RE2-OB,recommendationservice,disk,2,trace_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,24660,12193,199570,24660,12193,199570
RE2-OB,recommendationservice,disk,2,trace_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24660,12193,199570,13686,1219,30768
RE2-OB,recommendationservice,disk,2,trace_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,24660,12193,199570,15515,3048,76894
RE2-OB,recommendationservice,disk,2,trace_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,24660,12193,199570,18563,6096,152569
RE2-OB,recommendationservice,disk,2,trace_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,24660,12193,199570,24660,12193,199570
RE2-OB,recommendationservice,disk,2,span_fraction,random,0.1,0.0,1.0,1.0,0.8,24660,12193,199570,13684,1217,19957
RE2-OB,recommendationservice,disk,2,span_fraction,random,0.25,0.0,1.0,1.0,0.8,24660,12193,199570,15506,3039,49892
RE2-OB,recommendationservice,disk,2,span_fraction,random,0.5,0.0,1.0,1.0,0.8,24660,12193,199570,18623,6156,99785
RE2-OB,recommendationservice,disk,2,span_fraction,random,1.0,0.0,1.0,1.0,0.8,24660,12193,199570,24660,12193,199570
RE2-OB,recommendationservice,disk,2,span_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24660,12193,199570,13247,780,19957
RE2-OB,recommendationservice,disk,2,span_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,24660,12193,199570,14451,1984,49892
RE2-OB,recommendationservice,disk,2,span_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,24660,12193,199570,16438,3971,99785
RE2-OB,recommendationservice,disk,2,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,24660,12193,199570,24660,12193,199570
RE2-OB,recommendationservice,disk,2,span_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24660,12193,199570,13247,780,19957
RE2-OB,recommendationservice,disk,2,span_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,24660,12193,199570,14451,1984,49892
RE2-OB,recommendationservice,disk,2,span_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,24660,12193,199570,16438,3971,99785
RE2-OB,recommendationservice,disk,2,span_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,24660,12193,199570,24660,12193,199570
RE2-OB,recommendationservice,disk,3,trace_fraction,random,0.1,0.0,1.0,1.0,0.8,24884,12468,204138,13663,1247,20162
RE2-OB,recommendationservice,disk,3,trace_fraction,random,0.25,0.0,1.0,1.0,0.8,24884,12468,204138,15533,3117,51351
RE2-OB,recommendationservice,disk,3,trace_fraction,random,0.5,0.0,1.0,1.0,0.8,24884,12468,204138,18650,6234,101854
RE2-OB,recommendationservice,disk,3,trace_fraction,random,1.0,0.0,1.0,1.0,0.8,24884,12468,204138,24884,12468,204138
RE2-OB,recommendationservice,disk,3,trace_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24884,12468,204138,13663,1247,31737
RE2-OB,recommendationservice,disk,3,trace_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,24884,12468,204138,15533,3117,79377
RE2-OB,recommendationservice,disk,3,trace_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,24884,12468,204138,18650,6234,156224
RE2-OB,recommendationservice,disk,3,trace_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,24884,12468,204138,24884,12468,204138
RE2-OB,recommendationservice,disk,3,trace_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24884,12468,204138,13663,1247,31737
RE2-OB,recommendationservice,disk,3,trace_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,24884,12468,204138,15533,3117,79377
RE2-OB,recommendationservice,disk,3,trace_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,24884,12468,204138,18650,6234,156224
RE2-OB,recommendationservice,disk,3,trace_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,24884,12468,204138,24884,12468,204138
RE2-OB,recommendationservice,disk,3,span_fraction,random,0.1,0.0,1.0,1.0,0.8,24884,12468,204138,13690,1274,20414
RE2-OB,recommendationservice,disk,3,span_fraction,random,0.25,0.0,1.0,1.0,0.8,24884,12468,204138,15514,3098,51034
RE2-OB,recommendationservice,disk,3,span_fraction,random,0.5,0.0,1.0,1.0,0.8,24884,12468,204138,18669,6253,102069
RE2-OB,recommendationservice,disk,3,span_fraction,random,1.0,0.0,1.0,1.0,0.8,24884,12468,204138,24884,12468,204138
RE2-OB,recommendationservice,disk,3,span_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24884,12468,204138,13205,789,20414
RE2-OB,recommendationservice,disk,3,span_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,24884,12468,204138,14432,2016,51034
RE2-OB,recommendationservice,disk,3,span_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,24884,12468,204138,16483,4067,102069
RE2-OB,recommendationservice,disk,3,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,24884,12468,204138,24884,12468,204138
RE2-OB,recommendationservice,disk,3,span_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24884,12468,204138,13205,789,20414
RE2-OB,recommendationservice,disk,3,span_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,24884,12468,204138,14432,2016,51034
RE2-OB,recommendationservice,disk,3,span_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,24884,12468,204138,16483,4067,102069
RE2-OB,recommendationservice,disk,3,span_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,24884,12468,204138,24884,12468,204138
RE2-OB,recommendationservice,loss,1,trace_fraction,random,0.1,0.0,1.0,1.0,0.8,21470,9729,105735,12718,973,10452
RE2-OB,recommendationservice,loss,1,trace_fraction,random,0.25,0.0,1.0,1.0,0.8,21470,9729,105735,14177,2432,26285
RE2-OB,recommendationservice,loss,1,trace_fraction,random,0.5,0.0,1.0,1.0,0.8,21470,9729,105735,16608,4864,52438
RE2-OB,recommendationservice,loss,1,trace_fraction,random,1.0,0.0,1.0,1.0,0.8,21470,9729,105735,21470,9729,105735
RE2-OB,recommendationservice,loss,1,trace_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,21470,9729,105735,12718,973,24257
RE2-OB,recommendationservice,loss,1,trace_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,21470,9729,105735,14177,2432,54908
RE2-OB,recommendationservice,loss,1,trace_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,21470,9729,105735,16605,4864,91691
RE2-OB,recommendationservice,loss,1,trace_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,21470,9729,105735,21470,9729,105735
RE2-OB,recommendationservice,loss,1,trace_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,21470,9729,105735,12718,973,24257
RE2-OB,recommendationservice,loss,1,trace_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,21470,9729,105735,14177,2432,54908
RE2-OB,recommendationservice,loss,1,trace_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,21470,9729,105735,16605,4864,91691
RE2-OB,recommendationservice,loss,1,trace_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,21470,9729,105735,21470,9729,105735
RE2-OB,recommendationservice,loss,1,span_fraction,random,0.1,0.0,1.0,1.0,0.8,21470,9729,105735,12729,984,10574
RE2-OB,recommendationservice,loss,1,span_fraction,random,0.25,0.0,1.0,1.0,0.8,21470,9729,105735,14194,2449,26434
RE2-OB,recommendationservice,loss,1,span_fraction,random,0.5,0.0,1.0,1.0,0.8,21470,9729,105735,16653,4909,52868
RE2-OB,recommendationservice,loss,1,span_fraction,random,1.0,0.0,1.0,1.0,0.8,21470,9729,105735,21470,9729,105735
RE2-OB,recommendationservice,loss,1,span_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,21470,9729,105735,12162,417,10574
RE2-OB,recommendationservice,loss,1,span_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,21470,9729,105735,12805,1060,26434
RE2-OB,recommendationservice,loss,1,span_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,21470,9729,105735,14062,2317,52868
RE2-OB,recommendationservice,loss,1,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,21470,9729,105735,21470,9729,105735
RE2-OB,recommendationservice,loss,1,span_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,21470,9729,105735,12162,417,10574
RE2-OB,recommendationservice,loss,1,span_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,21470,9729,105735,12805,1060,26434
RE2-OB,recommendationservice,loss,1,span_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,21470,9729,105735,14062,2317,52868
RE2-OB,recommendationservice,loss,1,span_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,21470,9729,105735,21470,9729,105735
RE2-OB,recommendationservice,loss,2,trace_fraction,random,0.1,0.0,1.0,1.0,0.8,23300,10921,167769,13471,1092,17495
RE2-OB,recommendationservice,loss,2,trace_fraction,random,0.25,0.0,1.0,1.0,0.8,23300,10921,167769,15109,2730,42280
RE2-OB,recommendationservice,loss,2,trace_fraction,random,0.5,0.0,1.0,1.0,0.8,23300,10921,167769,17839,5460,84932
RE2-OB,recommendationservice,loss,2,trace_fraction,random,1.0,0.0,1.0,1.0,0.8,23300,10921,167769,23300,10921,167769
RE2-OB,recommendationservice,loss,2,trace_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,23300,10921,167769,13471,1092,28009
RE2-OB,recommendationservice,loss,2,trace_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,23300,10921,167769,15109,2730,68227
RE2-OB,recommendationservice,loss,2,trace_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,23300,10921,167769,17839,5460,131250
RE2-OB,recommendationservice,loss,2,trace_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,23300,10921,167769,23300,10921,167769
RE2-OB,recommendationservice,loss,2,trace_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,23300,10921,167769,13471,1092,28009
RE2-OB,recommendationservice,loss,2,trace_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,23300,10921,167769,15109,2730,68227
RE2-OB,recommendationservice,loss,2,trace_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,23300,10921,167769,17839,5460,131250
RE2-OB,recommendationservice,loss,2,trace_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,23300,10921,167769,23300,10921,167769
RE2-OB,recommendationservice,loss,2,span_fraction,random,0.1,0.0,1.0,1.0,0.8,23300,10921,167769,13426,1047,16777
RE2-OB,recommendationservice,loss,2,span_fraction,random,0.25,0.0,1.0,1.0,0.8,23300,10921,167769,15084,2705,41942
RE2-OB,recommendationservice,loss,2,span_fraction,random,0.5,0.0,1.0,1.0,0.8,23300,10921,167769,17785,5406,83884
RE2-OB,recommendationservice,loss,2,span_fraction,random,1.0,0.0,1.0,1.0,0.8,23300,10921,167769,23300,10921,167769
RE2-OB,recommendationservice,loss,2,span_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,23300,10921,167769,13033,654,16777
RE2-OB,recommendationservice,loss,2,span_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,23300,10921,167769,14046,1667,41942
RE2-OB,recommendationservice,loss,2,span_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,23300,10921,167769,15769,3390,83884
RE2-OB,recommendationservice,loss,2,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,23300,10921,167769,23300,10921,167769
RE2-OB,recommendationservice,loss,2,span_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,23300,10921,167769,13033,654,16777
