dataset,service,fault,instance,budget_type,policy,budget,top1,top3,top5,avg5,full_trace_count,full_anomalous_trace_count,full_anomalous_span_count,kept_trace_count,kept_anomalous_trace_count,kept_anomalous_span_count
RE2-OB,checkoutservice,disk,3,trace_fraction,random,0.25,1.0,1.0,1.0,1.0,24858,12357,203772,15592,3089,50911
RE2-OB,checkoutservice,disk,3,trace_fraction,random,0.5,1.0,1.0,1.0,1.0,24858,12357,203772,18681,6178,100568
RE2-OB,checkoutservice,disk,3,trace_fraction,random,1.0,1.0,1.0,1.0,1.0,24858,12357,203772,24858,12357,203772
RE2-OB,checkoutservice,disk,3,trace_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24858,12357,203772,13740,1236,30057
RE2-OB,checkoutservice,disk,3,trace_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,24858,12357,203772,15591,3089,76399
RE2-OB,checkoutservice,disk,3,trace_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,24858,12357,203772,18679,6178,147540
RE2-OB,checkoutservice,disk,3,trace_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,24858,12357,203772,24858,12357,203772
RE2-OB,checkoutservice,disk,3,trace_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24858,12357,203772,13740,1236,30057
RE2-OB,checkoutservice,disk,3,trace_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,24858,12357,203772,15591,3089,76399
RE2-OB,checkoutservice,disk,3,trace_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,24858,12357,203772,18679,6178,147540
RE2-OB,checkoutservice,disk,3,trace_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,24858,12357,203772,24858,12357,203772
RE2-OB,checkoutservice,disk,3,span_fraction,random,0.1,1.0,1.0,1.0,1.0,24858,12357,203772,13740,1237,20377
RE2-OB,checkoutservice,disk,3,span_fraction,random,0.25,1.0,1.0,1.0,1.0,24858,12357,203772,15597,3094,50943
RE2-OB,checkoutservice,disk,3,span_fraction,random,0.5,1.0,1.0,1.0,1.0,24858,12357,203772,18758,6255,101886
RE2-OB,checkoutservice,disk,3,span_fraction,random,1.0,1.0,1.0,1.0,1.0,24858,12357,203772,24858,12357,203772
RE2-OB,checkoutservice,disk,3,span_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24858,12357,203772,13291,787,20377
RE2-OB,checkoutservice,disk,3,span_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,24858,12357,203772,14568,2066,50943
RE2-OB,checkoutservice,disk,3,span_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,24858,12357,203772,16650,4149,101886
RE2-OB,checkoutservice,disk,3,span_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,24858,12357,203772,24858,12357,203772
RE2-OB,checkoutservice,disk,3,span_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24858,12357,203772,13291,787,20377
RE2-OB,checkoutservice,disk,3,span_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,24858,12357,203772,14568,2066,50943
RE2-OB,checkoutservice,disk,3,span_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,24858,12357,203772,16650,4149,101886
RE2-OB,checkoutservice,disk,3,span_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,24858,12357,203772,24858,12357,203772
RE2-OB,checkoutservice,loss,1,trace_fraction,random,0.1,1.0,1.0,1.0,1.0,23471,11312,186444,13293,1131,18492
RE2-OB,checkoutservice,loss,1,trace_fraction,random,0.25,1.0,1.0,1.0,1.0,23471,11312,186444,14990,2828,46074
RE2-OB,checkoutservice,loss,1,trace_fraction,random,0.5,1.0,1.0,1.0,1.0,23471,11312,186444,17818,5656,92952
RE2-OB,checkoutservice,loss,1,trace_fraction,random,1.0,1.0,1.0,1.0,1.0,23471,11312,186444,23471,11312,186444
RE2-OB,checkoutservice,loss,1,trace_fraction,abnormality_topk,0.1,1.0,1.0,1.0,1.0,23471,11312,186444,13293,1131,23043
RE2-OB,checkoutservice,loss,1,trace_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,23471,11312,186444,14989,2828,66063
RE2-OB,checkoutservice,loss,1,trace_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,23471,11312,186444,17815,5656,132066
RE2-OB,checkoutservice,loss,1,trace_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,23471,11312,186444,23471,11312,186444
RE2-OB,checkoutservice,loss,1,trace_fraction,service_aware_abnormality,0.1,1.0,1.0,1.0,1.0,23471,11312,186444,13293,1131,23043
RE2-OB,checkoutservice,loss,1,trace_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,23471,11312,186444,14989,2828,66063
RE2-OB,checkoutservice,loss,1,trace_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,23471,11312,186444,17815,5656,132066
RE2-OB,checkoutservice,loss,1,trace_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,23471,11312,186444,23471,11312,186444
RE2-OB,checkoutservice,loss,1,span_fraction,random,0.1,1.0,1.0,1.0,1.0,23471,11312,186444,13313,1151,18644
RE2-OB,checkoutservice,loss,1,span_fraction,random,0.25,1.0,1.0,1.0,1.0,23471,11312,186444,15024,2862,46611
RE2-OB,checkoutservice,loss,1,span_fraction,random,0.5,1.0,1.0,1.0,1.0,23471,11312,186444,17843,5681,93222
RE2-OB,checkoutservice,loss,1,span_fraction,random,1.0,1.0,1.0,1.0,1.0,23471,11312,186444,23471,11312,186444
RE2-OB,checkoutservice,loss,1,span_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,23471,11312,186444,13131,969,18644
RE2-OB,checkoutservice,loss,1,span_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,23471,11312,186444,14335,2174,46611
RE2-OB,checkoutservice,loss,1,span_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,23471,11312,186444,16074,3915,93222
RE2-OB,checkoutservice,loss,1,span_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,23471,11312,186444,23471,11312,186444
RE2-OB,checkoutservice,loss,1,span_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,23471,11312,186444,13131,969,18644
RE2-OB,checkoutservice,loss,1,span_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,23471,11312,186444,14335,2174,46611
RE2-OB,checkoutservice,loss,1,span_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,23471,11312,186444,16074,3915,93222
RE2-OB,checkoutservice,loss,1,span_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,23471,11312,186444,23471,11312,186444
RE2-OB,checkoutservice,loss,2,trace_fraction,random,0.1,1.0,1.0,1.0,1.0,24557,12244,202394,13538,1224,20679
RE2-OB,checkoutservice,loss,2,trace_fraction,random,0.25,0.0,1.0,1.0,0.8,24557,12244,202394,15375,3061,51060
RE2-OB,checkoutservice,loss,2,trace_fraction,random,0.5,1.0,1.0,1.0,1.0,24557,12244,202394,18436,6122,102293
RE2-OB,checkoutservice,loss,2,trace_fraction,random,1.0,0.0,1.0,1.0,0.8,24557,12244,202394,24557,12244,202394
RE2-OB,checkoutservice,loss,2,trace_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24557,12244,202394,13538,1224,23487
RE2-OB,checkoutservice,loss,2,trace_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,24557,12244,202394,15375,3061,72360
RE2-OB,checkoutservice,loss,2,trace_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,24557,12244,202394,18435,6122,144860
RE2-OB,checkoutservice,loss,2,trace_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,24557,12244,202394,24557,12244,202394
RE2-OB,checkoutservice,loss,2,trace_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24557,12244,202394,13538,1224,23487
RE2-OB,checkoutservice,loss,2,trace_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,24557,12244,202394,15375,3061,72360
RE2-OB,checkoutservice,loss,2,trace_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,24557,12244,202394,18435,6122,144860
RE2-OB,checkoutservice,loss,2,trace_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,24557,12244,202394,24557,12244,202394
RE2-OB,checkoutservice,loss,2,span_fraction,random,0.1,1.0,1.0,1.0,1.0,24557,12244,202394,13523,1209,20239
RE2-OB,checkoutservice,loss,2,span_fraction,random,0.25,0.0,1.0,1.0,0.8,24557,12244,202394,15359,3045,50598
RE2-OB,checkoutservice,loss,2,span_fraction,random,0.5,0.0,1.0,1.0,0.8,24557,12244,202394,18385,6071,101197
RE2-OB,checkoutservice,loss,2,span_fraction,random,1.0,0.0,1.0,1.0,0.8,24557,12244,202394,24557,12244,202394
RE2-OB,checkoutservice,loss,2,span_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24557,12244,202394,13413,1099,20239
RE2-OB,checkoutservice,loss,2,span_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,24557,12244,202394,14560,2246,50598
RE2-OB,checkoutservice,loss,2,span_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,24557,12244,202394,16573,4259,101197
RE2-OB,checkoutservice,loss,2,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,24557,12244,202394,24557,12244,202394
RE2-OB,checkoutservice,loss,2,span_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24557,12244,202394,13413,1099,20239
RE2-OB,checkoutservice,loss,2,span_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,24557,12244,202394,14560,2246,50598
RE2-OB,checkoutservice,loss,2,span_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,24557,12244,202394,16573,4259,101197
RE2-OB,checkoutservice,loss,2,span_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,24557,12244,202394,24557,12244,202394
RE2-OB,checkoutservice,loss,3,trace_fraction,random,0.1,0.0,1.0,1.0,0.8,24469,12031,198963,13642,1203,20717
RE2-OB,checkoutservice,loss,3,trace_fraction,random,0.25,0.0,1.0,1.0,0.8,24469,12031,198963,15447,3008,50190
RE2-OB,checkoutservice,loss,3,trace_fraction,random,0.5,0.0,1.0,1.0,0.8,24469,12031,198963,18455,6016,100121
RE2-OB,checkoutservice,loss,3,trace_fraction,random,1.0,0.0,1.0,1.0,0.8,24469,12031,198963,24469,12031,198963
RE2-OB,checkoutservice,loss,3,trace_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24469,12031,198963,13642,1203,22280
RE2-OB,checkoutservice,loss,3,trace_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,24469,12031,198963,15446,3008,70247
RE2-OB,checkoutservice,loss,3,trace_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,24469,12031,198963,18454,6016,143093
RE2-OB,checkoutservice,loss,3,trace_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,24469,12031,198963,24469,12031,198963
RE2-OB,checkoutservice,loss,3,trace_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24469,12031,198963,13642,1203,22280
RE2-OB,checkoutservice,loss,3,trace_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,24469,12031,198963,15446,3008,70247
RE2-OB,checkoutservice,loss,3,trace_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,24469,12031,198963,18454,6016,143093
RE2-OB,checkoutservice,loss,3,trace_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,24469,12031,198963,24469,12031,198963
RE2-OB,checkoutservice,loss,3,span_fraction,random,0.1,0.0,1.0,1.0,0.8,24469,12031,198963,13605,1166,19896
RE2-OB,checkoutservice,loss,3,span_fraction,random,0.25,0.0,1.0,1.0,0.8,24469,12031,198963,15419,2980,49741
RE2-OB,checkoutservice,loss,3,span_fraction,random,0.5,0.0,1.0,1.0,0.8,24469,12031,198963,18417,5978,99482
RE2-OB,checkoutservice,loss,3,span_fraction,random,1.0,0.0,1.0,1.0,0.8,24469,12031,198963,24469,12031,198963
RE2-OB,checkoutservice,loss,3,span_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24469,12031,198963,13550,1111,19896
RE2-OB,checkoutservice,loss,3,span_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,24469,12031,198963,14654,2215,49741
RE2-OB,checkoutservice,loss,3,span_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,24469,12031,198963,16625,4187,99482
RE2-OB,checkoutservice,loss,3,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,24469,12031,198963,24469,12031,198963
RE2-OB,checkoutservice,loss,3,span_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24469,12031,198963,13550,1111,19896
RE2-OB,checkoutservice,loss,3,span_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,24469,12031,198963,14654,2215,49741
RE2-OB,checkoutservice,loss,3,span_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,24469,12031,198963,16625,4187,99482
RE2-OB,checkoutservice,loss,3,span_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,24469,12031,198963,24469,12031,198963
RE2-OB,checkoutservice,mem,1,trace_fraction,random,0.1,0.0,1.0,1.0,0.8,24772,12308,201097,13696,1231,19874
RE2-OB,checkoutservice,mem,1,trace_fraction,random,0.25,0.0,1.0,1.0,0.8,24772,12308,201097,15542,3077,50008
RE2-OB,checkoutservice,mem,1,trace_fraction,random,0.5,0.0,1.0,1.0,0.8,24772,12308,201097,18619,6154,100935
RE2-OB,checkoutservice,mem,1,trace_fraction,random,1.0,0.0,1.0,1.0,0.8,24772,12308,201097,24772,12308,201097
RE2-OB,checkoutservice,mem,1,trace_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24772,12308,201097,13696,1231,30364
RE2-OB,checkoutservice,mem,1,trace_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,24772,12308,201097,15542,3077,79236
RE2-OB,checkoutservice,mem,1,trace_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,24772,12308,201097,18618,6154,141948
RE2-OB,checkoutservice,mem,1,trace_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,24772,12308,201097,24772,12308,201097
RE2-OB,checkoutservice,mem,1,trace_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24772,12308,201097,13696,1231,30364
RE2-OB,checkoutservice,mem,1,trace_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,24772,12308,201097,15542,3077,79236
RE2-OB,checkoutservice,mem,1,trace_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,24772,12308,201097,18618,6154,141948
RE2-OB,checkoutservice,mem,1,trace_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,24772,12308,201097,24772,12308,201097
RE2-OB,checkoutservice,mem,1,span_fraction,random,0.1,0.0,1.0,1.0,0.8,24772,12308,201097,13720,1255,20110
RE2-OB,checkoutservice,mem,1,span_fraction,random,0.25,0.0,1.0,1.0,0.8,24772,12308,201097,15573,3108,50274
RE2-OB,checkoutservice,mem,1,span_fraction,random,0.5,0.0,1.0,1.0,0.8,24772,12308,201097,18601,6136,100548
RE2-OB,checkoutservice,mem,1,span_fraction,random,1.0,0.0,1.0,1.0,0.8,24772,12308,201097,24772,12308,201097
RE2-OB,checkoutservice,mem,1,span_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24772,12308,201097,13252,787,20110
RE2-OB,checkoutservice,mem,1,span_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,24772,12308,201097,14441,1976,50274
RE2-OB,checkoutservice,mem,1,span_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,24772,12308,201097,16602,4138,100548
RE2-OB,checkoutservice,mem,1,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,24772,12308,201097,24772,12308,201097
RE2-OB,checkoutservice,mem,1,span_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24772,12308,201097,13252,787,20110
RE2-OB,checkoutservice,mem,1,span_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,24772,12308,201097,14441,1976,50274
RE2-OB,checkoutservice,mem,1,span_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,24772,12308,201097,16602,4138,100548
RE2-OB,checkoutservice,mem,1,span_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,24772,12308,201097,24772,12308,201097
RE2-OB,checkoutservice,mem,2,trace_fraction,random,0.1,1.0,1.0,1.0,1.0,19991,7604,123802,13147,760,12053
RE2-OB,checkoutservice,mem,2,trace_fraction,random,0.25,0.0,1.0,1.0,0.8,19991,7604,123802,14288,1901,30188
RE2-OB,checkoutservice,mem,2,trace_fraction,random,0.5,0.0,1.0,1.0,0.8,19991,7604,123802,16189,3802,61512
RE2-OB,checkoutservice,mem,2,trace_fraction,random,1.0,0.0,1.0,1.0,0.8,19991,7604,123802,19991,7604,123802
RE2-OB,checkoutservice,mem,2,trace_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,19991,7604,123802,13147,760,19515
RE2-OB,checkoutservice,mem,2,trace_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,19991,7604,123802,14288,1901,48115
RE2-OB,checkoutservice,mem,2,trace_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,19991,7604,123802,16189,3802,92409
RE2-OB,checkoutservice,mem,2,trace_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,19991,7604,123802,19991,7604,123802
RE2-OB,checkoutservice,mem,2,trace_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,19991,7604,123802,13147,760,19515
RE2-OB,checkoutservice,mem,2,trace_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,19991,7604,123802,14288,1901,48115
RE2-OB,checkoutservice,mem,2,trace_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,19991,7604,123802,16189,3802,92409
RE2-OB,checkoutservice,mem,2,trace_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,19991,7604,123802,19991,7604,123802
RE2-OB,checkoutservice,mem,2,span_fraction,random,0.1,1.0,1.0,1.0,1.0,19991,7604,123802,13172,785,12380
RE2-OB,checkoutservice,mem,2,span_fraction,random,0.25,0.0,1.0,1.0,0.8,19991,7604,123802,14351,1964,30950
RE2-OB,checkoutservice,mem,2,span_fraction,random,0.5,0.0,1.0,1.0,0.8,19991,7604,123802,16220,3833,61901
RE2-OB,checkoutservice,mem,2,span_fraction,random,1.0,0.0,1.0,1.0,0.8,19991,7604,123802,19991,7604,123802
RE2-OB,checkoutservice,mem,2,span_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,19991,7604,123802,12863,476,12380
RE2-OB,checkoutservice,mem,2,span_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,19991,7604,123802,13638,1251,30950
RE2-OB,checkoutservice,mem,2,span_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,19991,7604,123802,14902,2515,61901
RE2-OB,checkoutservice,mem,2,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,19991,7604,123802,19991,7604,123802
RE2-OB,checkoutservice,mem,2,span_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,19991,7604,123802,12863,476,12380
RE2-OB,checkoutservice,mem,2,span_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,19991,7604,123802,13638,1251,30950
RE2-OB,checkoutservice,mem,2,span_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,19991,7604,123802,14902,2515,61901
RE2-OB,checkoutservice,mem,2,span_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,19991,7604,123802,19991,7604,123802
RE2-OB,checkoutservice,mem,3,trace_fraction,random,0.1,1.0,1.0,1.0,1.0,24716,12263,202557,13680,1226,20311
RE2-OB,checkoutservice,mem,3,trace_fraction,random,0.25,1.0,1.0,1.0,1.0,24716,12263,202557,15520,3066,50228
RE2-OB,checkoutservice,mem,3,trace_fraction,random,0.5,0.0,1.0,1.0,0.8,24716,12263,202557,18586,6132,100136
RE2-OB,checkoutservice,mem,3,trace_fraction,random,1.0,0.0,1.0,1.0,0.8,24716,12263,202557,24716,12263,202557
RE2-OB,checkoutservice,mem,3,trace_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24716,12263,202557,13680,1226,31749
RE2-OB,checkoutservice,mem,3,trace_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,24716,12263,202557,15519,3066,75658
RE2-OB,checkoutservice,mem,3,trace_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,24716,12263,202557,18585,6132,148988
RE2-OB,checkoutservice,mem,3,trace_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,24716,12263,202557,24716,12263,202557
RE2-OB,checkoutservice,mem,3,trace_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24716,12263,202557,13680,1226,31749
RE2-OB,checkoutservice,mem,3,trace_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,24716,12263,202557,15519,3066,75658
RE2-OB,checkoutservice,mem,3,trace_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,24716,12263,202557,18585,6132,148988
RE2-OB,checkoutservice,mem,3,trace_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,24716,12263,202557,24716,12263,202557
RE2-OB,checkoutservice,mem,3,span_fraction,random,0.1,1.0,1.0,1.0,1.0,24716,12263,202557,13676,1222,20256
RE2-OB,checkoutservice,mem,3,span_fraction,random,0.25,1.0,1.0,1.0,1.0,24716,12263,202557,15554,3100,50639
RE2-OB,checkoutservice,mem,3,span_fraction,random,0.5,1.0,1.0,1.0,1.0,24716,12263,202557,18654,6200,101278
RE2-OB,checkoutservice,mem,3,span_fraction,random,1.0,0.0,1.0,1.0,0.8,24716,12263,202557,24716,12263,202557
RE2-OB,checkoutservice,mem,3,span_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24716,12263,202557,13163,709,20256
RE2-OB,checkoutservice,mem,3,span_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,24716,12263,202557,14516,2062,50639
RE2-OB,checkoutservice,mem,3,span_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,24716,12263,202557,16594,4141,101278
RE2-OB,checkoutservice,mem,3,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,24716,12263,202557,24716,12263,202557
RE2-OB,checkoutservice,mem,3,span_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24716,12263,202557,13163,709,20256
RE2-OB,checkoutservice,mem,3,span_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,24716,12263,202557,14516,2062,50639
RE2-OB,checkoutservice,mem,3,span_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,24716,12263,202557,16594,4141,101278
RE2-OB,checkoutservice,mem,3,span_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,24716,12263,202557,24716,12263,202557
RE2-OB,checkoutservice,socket,1,trace_fraction,random,0.1,1.0,1.0,1.0,1.0,24642,12171,201355,13689,1217,19734
RE2-OB,checkoutservice,socket,1,trace_fraction,random,0.25,1.0,1.0,1.0,1.0,24642,12171,201355,15515,3043,50611
RE2-OB,checkoutservice,socket,1,trace_fraction,random,0.5,1.0,1.0,1.0,1.0,24642,12171,201355,18558,6086,99944
RE2-OB,checkoutservice,socket,1,trace_fraction,random,1.0,1.0,1.0,1.0,1.0,24642,12171,201355,24642,12171,201355
RE2-OB,checkoutservice,socket,1,trace_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,24642,12171,201355,13689,1217,31351
RE2-OB,checkoutservice,socket,1,trace_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,24642,12171,201355,15515,3043,80315
RE2-OB,checkoutservice,socket,1,trace_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,24642,12171,201355,18558,6086,150241
RE2-OB,checkoutservice,socket,1,trace_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,24642,12171,201355,24642,12171,201355
RE2-OB,checkoutservice,socket,1,trace_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,24642,12171,201355,13689,1217,31351
RE2-OB,checkoutservice,socket,1,trace_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,24642,12171,201355,15515,3043,80315
RE2-OB,checkoutservice,socket,1,trace_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,24642,12171,201355,18558,6086,150241
RE2-OB,checkoutservice,socket,1,trace_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,24642,12171,201355,24642,12171,201355
RE2-OB,checkoutservice,socket,1,span_fraction,random,0.1,1.0,1.0,1.0,1.0,24642,12171,201355,13719,1247,20136
RE2-OB,checkoutservice,socket,1,span_fraction,random,0.25,1.0,1.0,1.0,1.0,24642,12171,201355,15503,3031,50339
RE2-OB,checkoutservice,socket,1,span_fraction,random,0.5,1.0,1.0,1.0,1.0,24642,12171,201355,18609,6137,100678
RE2-OB,checkoutservice,socket,1,span_fraction,random,1.0,1.0,1.0,1.0,1.0,24642,12171,201355,24642,12171,201355
RE2-OB,checkoutservice,socket,1,span_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.6,24642,12171,201355,13278,806,20136
RE2-OB,checkoutservice,socket,1,span_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,24642,12171,201355,14342,1870,50339
RE2-OB,checkoutservice,socket,1,span_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,24642,12171,201355,16401,3929,100678
RE2-OB,checkoutservice,socket,1,span_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,24642,12171,201355,24642,12171,201355
RE2-OB,checkoutservice,socket,1,span_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.6,24642,12171,201355,13278,806,20136
RE2-OB,checkoutservice,socket,1,span_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,24642,12171,201355,14342,1870,50339
