policy,budget,anchor_corruption,repetition,actual_anchor_corruption,avg_at_5,top1,top3,top5
random_multibudget,0.25,0.3,2,0.27640449438202247,0.3148314606741573,0.10449438202247191,0.3146067415730337,0.5247191011235955
random_multibudget,0.25,0.3,3,0.302247191011236,0.3164044943820225,0.09213483146067415,0.30674157303370786,0.5483146067415731
random_multibudget,0.25,0.3,4,0.31573033707865167,0.2997752808988764,0.09775280898876404,0.30337078651685395,0.503370786516854
random_multibudget,0.25,0.4,0,0.401123595505618,0.2757303370786517,0.08764044943820225,0.26853932584269663,0.4797752808988764
random_multibudget,0.25,0.4,1,0.39662921348314606,0.30404494382022473,0.10898876404494381,0.3044943820224719,0.49775280898876406
random_multibudget,0.25,0.4,2,0.36629213483146067,0.3148314606741573,0.10449438202247191,0.3146067415730337,0.5247191011235955
random_multibudget,0.25,0.4,3,0.401123595505618,0.3164044943820225,0.09213483146067415,0.30674157303370786,0.5483146067415731
random_multibudget,0.25,0.4,4,0.4157303370786517,0.2997752808988764,0.09775280898876404,0.30337078651685395,0.503370786516854
random_multibudget,0.25,0.5,0,0.5202247191011236,0.2757303370786517,0.08764044943820225,0.26853932584269663,0.4797752808988764
random_multibudget,0.25,0.5,1,0.5022471910112359,0.30404494382022473,0.10898876404494381,0.3044943820224719,0.49775280898876406
random_multibudget,0.25,0.5,2,0.4752808988764045,0.3148314606741573,0.10449438202247191,0.3146067415730337,0.5247191011235955
random_multibudget,0.25,0.5,3,0.5146067415730337,0.3164044943820225,0.09213483146067415,0.30674157303370786,0.5483146067415731
random_multibudget,0.25,0.5,4,0.47191011235955055,0.2997752808988764,0.09775280898876404,0.30337078651685395,0.503370786516854
random_multibudget,0.5,0.0,0,0,0.3056179775280899,0.10561797752808989,0.31235955056179776,0.49325842696629213
random_multibudget,0.5,0.0,1,0,0.32179775280898876,0.11235955056179775,0.33146067415730335,0.5224719101123596
random_multibudget,0.5,0.0,2,0,0.3119101123595506,0.10786516853932585,0.31573033707865167,0.49887640449438203
random_multibudget,0.5,0.0,3,0,0.30786516853932583,0.10112359550561797,0.31685393258426964,0.4966292134831461
random_multibudget,0.5,0.0,4,0,0.3249438202247191,0.10898876404494381,0.3325842696629214,0.5348314606741573
random_multibudget,0.5,0.1,0,0.09438202247191012,0.3056179775280899,0.10561797752808989,0.31235955056179776,0.49325842696629213
random_multibudget,0.5,0.1,1,0.10224719101123596,0.32179775280898876,0.11235955056179775,0.33146067415730335,0.5224719101123596
random_multibudget,0.5,0.1,2,0.09887640449438202,0.3119101123595506,0.10786516853932585,0.31573033707865167,0.49887640449438203
random_multibudget,0.5,0.1,3,0.1101123595505618,0.30786516853932583,0.10112359550561797,0.31685393258426964,0.4966292134831461
random_multibudget,0.5,0.1,4,0.10337078651685393,0.3249438202247191,0.10898876404494381,0.3325842696629214,0.5348314606741573
random_multibudget,0.5,0.2,0,0.2,0.3056179775280899,0.10561797752808989,0.31235955056179776,0.49325842696629213
random_multibudget,0.5,0.2,1,0.1943820224719101,0.32179775280898876,0.11235955056179775,0.33146067415730335,0.5224719101123596
random_multibudget,0.5,0.2,2,0.21235955056179776,0.3119101123595506,0.10786516853932585,0.31573033707865167,0.49887640449438203
random_multibudget,0.5,0.2,3,0.19101123595505617,0.30786516853932583,0.10112359550561797,0.31685393258426964,0.4966292134831461
random_multibudget,0.5,0.2,4,0.20561797752808988,0.3249438202247191,0.10898876404494381,0.3325842696629214,0.5348314606741573
random_multibudget,0.5,0.3,0,0.30112359550561796,0.3056179775280899,0.10561797752808989,0.31235955056179776,0.49325842696629213
random_multibudget,0.5,0.3,1,0.31797752808988766,0.32179775280898876,0.11235955056179775,0.33146067415730335,0.5224719101123596
random_multibudget,0.5,0.3,2,0.27640449438202247,0.3119101123595506,0.10786516853932585,0.31573033707865167,0.49887640449438203
random_multibudget,0.5,0.3,3,0.302247191011236,0.30786516853932583,0.10112359550561797,0.31685393258426964,0.4966292134831461
random_multibudget,0.5,0.3,4,0.31573033707865167,0.3249438202247191,0.10898876404494381,0.3325842696629214,0.5348314606741573
