dataset,service,fault,instance,policy,budget,top1,top3,top5,avg5,full_trace_count,kept_trace_count,full_anomalous_trace_count,kept_anomalous_trace_count
RE2-OB,productcatalogservice,mem,1,early_window,0.25,0.0,0.0,1.0,0.4,19936,13882,8072,2018
RE2-OB,productcatalogservice,mem,1,early_window,0.5,0.0,0.0,1.0,0.4,19936,15900,8072,4036
RE2-OB,productcatalogservice,mem,1,early_window,1.0,0.0,0.0,1.0,0.4,19936,19936,8072,8072
RE2-OB,productcatalogservice,mem,1,late_window,0.1,0.0,0.0,1.0,0.4,19936,12671,8072,807
RE2-OB,productcatalogservice,mem,1,late_window,0.25,0.0,0.0,1.0,0.4,19936,13882,8072,2018
RE2-OB,productcatalogservice,mem,1,late_window,0.5,0.0,0.0,1.0,0.4,19936,15900,8072,4036
RE2-OB,productcatalogservice,mem,1,late_window,1.0,0.0,0.0,1.0,0.4,19936,19936,8072,8072
RE2-OB,productcatalogservice,mem,2,random,0.1,0.0,0.0,1.0,0.4,20277,11760,9463,946
RE2-OB,productcatalogservice,mem,2,random,0.25,0.0,0.0,1.0,0.4,20277,13180,9463,2366
RE2-OB,productcatalogservice,mem,2,random,0.5,0.0,0.0,1.0,0.4,20277,15546,9463,4732
RE2-OB,productcatalogservice,mem,2,random,1.0,0.0,0.0,1.0,0.4,20277,20277,9463,9463
RE2-OB,productcatalogservice,mem,2,early_window,0.1,0.0,0.0,1.0,0.4,20277,11760,9463,946
RE2-OB,productcatalogservice,mem,2,early_window,0.25,0.0,0.0,1.0,0.4,20277,13180,9463,2366
RE2-OB,productcatalogservice,mem,2,early_window,0.5,0.0,0.0,1.0,0.4,20277,15546,9463,4732
RE2-OB,productcatalogservice,mem,2,early_window,1.0,0.0,0.0,1.0,0.4,20277,20277,9463,9463
RE2-OB,productcatalogservice,mem,2,late_window,0.1,0.0,0.0,1.0,0.4,20277,11760,9463,946
RE2-OB,productcatalogservice,mem,2,late_window,0.25,0.0,0.0,1.0,0.4,20277,13180,9463,2366
RE2-OB,productcatalogservice,mem,2,late_window,0.5,0.0,0.0,1.0,0.4,20277,15546,9463,4732
RE2-OB,productcatalogservice,mem,2,late_window,1.0,0.0,0.0,1.0,0.4,20277,20277,9463,9463
RE2-OB,productcatalogservice,mem,3,random,0.1,0.0,0.0,1.0,0.4,17363,12925,4931,493
RE2-OB,productcatalogservice,mem,3,random,0.25,0.0,0.0,1.0,0.4,17363,13665,4931,1233
RE2-OB,productcatalogservice,mem,3,random,0.5,0.0,0.0,1.0,0.4,17363,14898,4931,2466
RE2-OB,productcatalogservice,mem,3,random,1.0,0.0,0.0,1.0,0.4,17363,17363,4931,4931
RE2-OB,productcatalogservice,mem,3,early_window,0.1,0.0,0.0,1.0,0.4,17363,12925,4931,493
RE2-OB,productcatalogservice,mem,3,early_window,0.25,0.0,0.0,1.0,0.4,17363,13665,4931,1233
RE2-OB,productcatalogservice,mem,3,early_window,0.5,0.0,0.0,1.0,0.4,17363,14898,4931,2466
RE2-OB,productcatalogservice,mem,3,early_window,1.0,0.0,0.0,1.0,0.4,17363,17363,4931,4931
RE2-OB,productcatalogservice,mem,3,late_window,0.1,0.0,0.0,1.0,0.4,17363,12925,4931,493
RE2-OB,productcatalogservice,mem,3,late_window,0.25,0.0,0.0,1.0,0.4,17363,13665,4931,1233
RE2-OB,productcatalogservice,mem,3,late_window,0.5,0.0,0.0,1.0,0.4,17363,14898,4931,2466
RE2-OB,productcatalogservice,mem,3,late_window,1.0,0.0,0.0,1.0,0.4,17363,17363,4931,4931
RE2-OB,productcatalogservice,socket,1,random,0.1,0.0,0.0,1.0,0.4,23633,13545,11209,1121
RE2-OB,productcatalogservice,socket,1,random,0.25,0.0,0.0,1.0,0.4,23633,15226,11209,2802
RE2-OB,productcatalogservice,socket,1,random,0.5,0.0,0.0,1.0,0.4,23633,18028,11209,5604
RE2-OB,productcatalogservice,socket,1,random,1.0,0.0,0.0,1.0,0.4,23633,23633,11209,11209
RE2-OB,productcatalogservice,socket,1,early_window,0.1,0.0,0.0,1.0,0.4,23633,13545,11209,1121
RE2-OB,productcatalogservice,socket,1,early_window,0.25,0.0,0.0,1.0,0.4,23633,15226,11209,2802
RE2-OB,productcatalogservice,socket,1,early_window,0.5,0.0,0.0,1.0,0.4,23633,18028,11209,5604
RE2-OB,productcatalogservice,socket,1,early_window,1.0,0.0,0.0,1.0,0.4,23633,23633,11209,11209
RE2-OB,productcatalogservice,socket,1,late_window,0.1,0.0,0.0,1.0,0.4,23633,13545,11209,1121
RE2-OB,productcatalogservice,socket,1,late_window,0.25,0.0,0.0,1.0,0.4,23633,15226,11209,2802
RE2-OB,productcatalogservice,socket,1,late_window,0.5,0.0,0.0,1.0,0.4,23633,18028,11209,5604
RE2-OB,productcatalogservice,socket,1,late_window,1.0,0.0,0.0,1.0,0.4,23633,23633,11209,11209
RE2-OB,productcatalogservice,socket,2,random,0.1,0.0,0.0,1.0,0.2,24488,13582,12118,1212
RE2-OB,productcatalogservice,socket,2,random,0.25,0.0,0.0,1.0,0.4,24488,15400,12118,3030
RE2-OB,productcatalogservice,socket,2,random,0.5,0.0,0.0,1.0,0.4,24488,18429,12118,6059
RE2-OB,productcatalogservice,socket,2,random,1.0,0.0,0.0,1.0,0.4,24488,24488,12118,12118
RE2-OB,productcatalogservice,socket,2,early_window,0.1,0.0,0.0,1.0,0.4,24488,13582,12118,1212
RE2-OB,productcatalogservice,socket,2,early_window,0.25,0.0,0.0,1.0,0.4,24488,15400,12118,3030
RE2-OB,productcatalogservice,socket,2,early_window,0.5,0.0,0.0,1.0,0.4,24488,18429,12118,6059
RE2-OB,productcatalogservice,socket,2,early_window,1.0,0.0,0.0,1.0,0.4,24488,24488,12118,12118
RE2-OB,productcatalogservice,socket,2,late_window,0.1,0.0,1.0,1.0,0.8,24488,13582,12118,1212
RE2-OB,productcatalogservice,socket,2,late_window,0.25,0.0,1.0,1.0,0.6,24488,15400,12118,3030
RE2-OB,productcatalogservice,socket,2,late_window,0.5,0.0,1.0,1.0,0.8,24488,18429,12118,6059
RE2-OB,productcatalogservice,socket,2,late_window,1.0,0.0,0.0,1.0,0.4,24488,24488,12118,12118
RE2-OB,productcatalogservice,socket,3,random,0.1,0.0,0.0,1.0,0.4,24745,13608,12374,1237
RE2-OB,productcatalogservice,socket,3,random,0.25,0.0,0.0,1.0,0.4,24745,15465,12374,3094
RE2-OB,productcatalogservice,socket,3,random,0.5,0.0,0.0,1.0,0.4,24745,18558,12374,6187
RE2-OB,productcatalogservice,socket,3,random,1.0,0.0,0.0,1.0,0.4,24745,24745,12374,12374
RE2-OB,productcatalogservice,socket,3,early_window,0.1,0.0,0.0,1.0,0.4,24745,13608,12374,1237
RE2-OB,productcatalogservice,socket,3,early_window,0.25,0.0,0.0,1.0,0.4,24745,15465,12374,3094
RE2-OB,productcatalogservice,socket,3,early_window,0.5,0.0,0.0,1.0,0.4,24745,18558,12374,6187
RE2-OB,productcatalogservice,socket,3,early_window,1.0,0.0,0.0,1.0,0.4,24745,24745,12374,12374
RE2-OB,productcatalogservice,socket,3,late_window,0.1,0.0,0.0,1.0,0.2,24745,13608,12374,1237
RE2-OB,productcatalogservice,socket,3,late_window,0.25,0.0,0.0,1.0,0.4,24745,15465,12374,3094
RE2-OB,productcatalogservice,socket,3,late_window,0.5,0.0,1.0,1.0,0.6,24745,18558,12374,6187
RE2-OB,productcatalogservice,socket,3,late_window,1.0,0.0,0.0,1.0,0.4,24745,24745,12374,12374
RE2-OB,recommendationservice,cpu,1,random,0.1,0.0,1.0,1.0,0.8,23958,13181,11975,1198
RE2-OB,recommendationservice,cpu,1,random,0.25,0.0,1.0,1.0,0.8,23958,14977,11975,2994
RE2-OB,recommendationservice,cpu,1,random,0.5,0.0,1.0,1.0,0.8,23958,17971,11975,5988
RE2-OB,recommendationservice,cpu,1,random,1.0,0.0,1.0,1.0,0.8,23958,23958,11975,11975
RE2-OB,recommendationservice,cpu,1,early_window,0.1,0.0,1.0,1.0,0.8,23958,13181,11975,1198
RE2-OB,recommendationservice,cpu,1,early_window,0.25,0.0,1.0,1.0,0.8,23958,14977,11975,2994
RE2-OB,recommendationservice,cpu,1,early_window,0.5,0.0,1.0,1.0,0.8,23958,17971,11975,5988
RE2-OB,recommendationservice,cpu,1,early_window,1.0,0.0,1.0,1.0,0.8,23958,23958,11975,11975
RE2-OB,recommendationservice,cpu,1,late_window,0.1,0.0,1.0,1.0,0.8,23958,13181,11975,1198
RE2-OB,recommendationservice,cpu,1,late_window,0.25,0.0,1.0,1.0,0.8,23958,14977,11975,2994
RE2-OB,recommendationservice,cpu,1,late_window,0.5,0.0,1.0,1.0,0.8,23958,17971,11975,5988
RE2-OB,recommendationservice,cpu,1,late_window,1.0,0.0,1.0,1.0,0.8,23958,23958,11975,11975
RE2-OB,recommendationservice,cpu,2,random,0.1,0.0,1.0,1.0,0.8,24647,13674,12192,1219
RE2-OB,recommendationservice,cpu,2,random,0.25,0.0,1.0,1.0,0.8,24647,15503,12192,3048
RE2-OB,recommendationservice,cpu,2,random,0.5,0.0,1.0,1.0,0.8,24647,18551,12192,6096
RE2-OB,recommendationservice,cpu,2,random,1.0,0.0,1.0,1.0,0.8,24647,24647,12192,12192
RE2-OB,recommendationservice,cpu,2,early_window,0.1,0.0,1.0,1.0,0.8,24647,13674,12192,1219
RE2-OB,recommendationservice,cpu,2,early_window,0.25,0.0,1.0,1.0,0.8,24647,15503,12192,3048
RE2-OB,recommendationservice,cpu,2,early_window,0.5,0.0,1.0,1.0,0.8,24647,18551,12192,6096
RE2-OB,recommendationservice,cpu,2,early_window,1.0,0.0,1.0,1.0,0.8,24647,24647,12192,12192
RE2-OB,recommendationservice,cpu,2,late_window,0.1,0.0,1.0,1.0,0.8,24647,13674,12192,1219
RE2-OB,recommendationservice,cpu,2,late_window,0.25,0.0,1.0,1.0,0.8,24647,15503,12192,3048
RE2-OB,recommendationservice,cpu,2,late_window,0.5,0.0,1.0,1.0,0.8,24647,18551,12192,6096
RE2-OB,recommendationservice,cpu,2,late_window,1.0,0.0,1.0,1.0,0.8,24647,24647,12192,12192
RE2-OB,recommendationservice,cpu,3,random,0.1,0.0,1.0,1.0,0.8,24843,13801,12269,1227
RE2-OB,recommendationservice,cpu,3,random,0.25,0.0,1.0,1.0,0.8,24843,15641,12269,3067
RE2-OB,recommendationservice,cpu,3,random,0.5,0.0,1.0,1.0,0.8,24843,18708,12269,6134
RE2-OB,recommendationservice,cpu,3,random,1.0,0.0,1.0,1.0,0.8,24843,24843,12269,12269
RE2-OB,recommendationservice,cpu,3,early_window,0.1,0.0,1.0,1.0,0.8,24843,13801,12269,1227
RE2-OB,recommendationservice,cpu,3,early_window,0.25,0.0,1.0,1.0,0.8,24843,15641,12269,3067
RE2-OB,recommendationservice,cpu,3,early_window,0.5,0.0,1.0,1.0,0.8,24843,18708,12269,6134
RE2-OB,recommendationservice,cpu,3,early_window,1.0,0.0,1.0,1.0,0.8,24843,24843,12269,12269
RE2-OB,recommendationservice,cpu,3,late_window,0.1,0.0,1.0,1.0,0.8,24843,13801,12269,1227
RE2-OB,recommendationservice,cpu,3,late_window,0.25,0.0,1.0,1.0,0.8,24843,15641,12269,3067
RE2-OB,recommendationservice,cpu,3,late_window,0.5,0.0,1.0,1.0,0.8,24843,18708,12269,6134
RE2-OB,recommendationservice,cpu,3,late_window,1.0,0.0,1.0,1.0,0.8,24843,24843,12269,12269
RE2-OB,recommendationservice,delay,1,random,0.1,0.0,1.0,1.0,0.8,24009,13515,11660,1166
RE2-OB,recommendationservice,delay,1,random,0.25,0.0,1.0,1.0,0.8,24009,15264,11660,2915
RE2-OB,recommendationservice,delay,1,random,0.5,0.0,1.0,1.0,0.8,24009,18179,11660,5830
RE2-OB,recommendationservice,delay,1,random,1.0,0.0,1.0,1.0,0.8,24009,24009,11660,11660
RE2-OB,recommendationservice,delay,1,early_window,0.1,0.0,1.0,1.0,0.8,24009,13515,11660,1166
RE2-OB,recommendationservice,delay,1,early_window,0.25,0.0,1.0,1.0,0.8,24009,15264,11660,2915
RE2-OB,recommendationservice,delay,1,early_window,0.5,0.0,1.0,1.0,0.8,24009,18179,11660,5830
RE2-OB,recommendationservice,delay,1,early_window,1.0,0.0,1.0,1.0,0.8,24009,24009,11660,11660
RE2-OB,recommendationservice,delay,1,late_window,0.1,0.0,1.0,1.0,0.8,24009,13515,11660,1166
RE2-OB,recommendationservice,delay,1,late_window,0.25,0.0,1.0,1.0,0.8,24009,15264,11660,2915
RE2-OB,recommendationservice,delay,1,late_window,0.5,0.0,1.0,1.0,0.8,24009,18179,11660,5830
RE2-OB,recommendationservice,delay,1,late_window,1.0,0.0,1.0,1.0,0.8,24009,24009,11660,11660
RE2-OB,recommendationservice,delay,2,random,0.1,0.0,1.0,1.0,0.8,24165,13658,11674,1167
RE2-OB,recommendationservice,delay,2,random,0.25,0.0,1.0,1.0,0.8,24165,15409,11674,2918
RE2-OB,recommendationservice,delay,2,random,0.5,0.0,1.0,1.0,0.8,24165,18328,11674,5837
RE2-OB,recommendationservice,delay,2,random,1.0,0.0,1.0,1.0,0.8,24165,24165,11674,11674
RE2-OB,recommendationservice,delay,2,early_window,0.1,0.0,1.0,1.0,0.8,24165,13658,11674,1167
RE2-OB,recommendationservice,delay,2,early_window,0.25,0.0,1.0,1.0,0.8,24165,15409,11674,2918
RE2-OB,recommendationservice,delay,2,early_window,0.5,0.0,1.0,1.0,0.8,24165,18328,11674,5837
RE2-OB,recommendationservice,delay,2,early_window,1.0,0.0,1.0,1.0,0.8,24165,24165,11674,11674
RE2-OB,recommendationservice,delay,2,late_window,0.1,0.0,1.0,1.0,0.8,24165,13658,11674,1167
RE2-OB,recommendationservice,delay,2,late_window,0.25,0.0,1.0,1.0,0.8,24165,15409,11674,2918
RE2-OB,recommendationservice,delay,2,late_window,0.5,0.0,1.0,1.0,0.8,24165,18328,11674,5837
RE2-OB,recommendationservice,delay,2,late_window,1.0,0.0,1.0,1.0,0.8,24165,24165,11674,11674
RE2-OB,recommendationservice,delay,3,random,0.1,0.0,1.0,1.0,0.8,24275,13535,11933,1193
RE2-OB,recommendationservice,delay,3,random,0.25,0.0,1.0,1.0,0.8,24275,15325,11933,2983
RE2-OB,recommendationservice,delay,3,random,0.5,0.0,1.0,1.0,0.8,24275,18308,11933,5966
RE2-OB,recommendationservice,delay,3,random,1.0,0.0,1.0,1.0,0.8,24275,24275,11933,11933
RE2-OB,recommendationservice,delay,3,early_window,0.1,0.0,1.0,1.0,0.8,24275,13535,11933,1193
RE2-OB,recommendationservice,delay,3,early_window,0.25,0.0,1.0,1.0,0.8,24275,15325,11933,2983
RE2-OB,recommendationservice,delay,3,early_window,0.5,0.0,1.0,1.0,0.8,24275,18308,11933,5966
RE2-OB,recommendationservice,delay,3,early_window,1.0,0.0,1.0,1.0,0.8,24275,24275,11933,11933
RE2-OB,recommendationservice,delay,3,late_window,0.1,0.0,1.0,1.0,0.8,24275,13535,11933,1193
RE2-OB,recommendationservice,delay,3,late_window,0.25,0.0,1.0,1.0,0.8,24275,15325,11933,2983
RE2-OB,recommendationservice,delay,3,late_window,0.5,0.0,1.0,1.0,0.8,24275,18308,11933,5966
RE2-OB,recommendationservice,delay,3,late_window,1.0,0.0,1.0,1.0,0.8,24275,24275,11933,11933
RE2-OB,recommendationservice,disk,1,random,0.1,0.0,1.0,1.0,0.8,23786,13209,11752,1175
RE2-OB,recommendationservice,disk,1,random,0.25,0.0,1.0,1.0,0.8,23786,14972,11752,2938
RE2-OB,recommendationservice,disk,1,random,0.5,0.0,1.0,1.0,0.8,23786,17910,11752,5876
RE2-OB,recommendationservice,disk,1,random,1.0,0.0,1.0,1.0,0.8,23786,23786,11752,11752
RE2-OB,recommendationservice,disk,1,early_window,0.1,0.0,1.0,1.0,0.8,23786,13209,11752,1175
RE2-OB,recommendationservice,disk,1,early_window,0.25,0.0,1.0,1.0,0.8,23786,14972,11752,2938
RE2-OB,recommendationservice,disk,1,early_window,0.5,0.0,1.0,1.0,0.8,23786,17910,11752,5876
RE2-OB,recommendationservice,disk,1,early_window,1.0,0.0,1.0,1.0,0.8,23786,23786,11752,11752
RE2-OB,recommendationservice,disk,1,late_window,0.1,0.0,1.0,1.0,0.8,23786,13209,11752,1175
RE2-OB,recommendationservice,disk,1,late_window,0.25,0.0,1.0,1.0,0.8,23786,14972,11752,2938
RE2-OB,recommendationservice,disk,1,late_window,0.5,0.0,1.0,1.0,0.8,23786,17910,11752,5876
RE2-OB,recommendationservice,disk,1,late_window,1.0,0.0,1.0,1.0,0.8,23786,23786,11752,11752
RE2-OB,recommendationservice,disk,2,random,0.1,0.0,1.0,1.0,0.8,24660,13686,12193,1219
RE2-OB,recommendationservice,disk,2,random,0.25,0.0,1.0,1.0,0.8,24660,15515,12193,3048
RE2-OB,recommendationservice,disk,2,random,0.5,0.0,1.0,1.0,0.8,24660,18563,12193,6096
RE2-OB,recommendationservice,disk,2,random,1.0,0.0,1.0,1.0,0.8,24660,24660,12193,12193
RE2-OB,recommendationservice,disk,2,early_window,0.1,0.0,1.0,1.0,0.8,24660,13686,12193,1219
RE2-OB,recommendationservice,disk,2,early_window,0.25,0.0,1.0,1.0,0.8,24660,15515,12193,3048
RE2-OB,recommendationservice,disk,2,early_window,0.5,0.0,1.0,1.0,0.8,24660,18563,12193,6096
RE2-OB,recommendationservice,disk,2,early_window,1.0,0.0,1.0,1.0,0.8,24660,24660,12193,12193
RE2-OB,recommendationservice,disk,2,late_window,0.1,0.0,1.0,1.0,0.8,24660,13686,12193,1219
RE2-OB,recommendationservice,disk,2,late_window,0.25,0.0,1.0,1.0,0.8,24660,15515,12193,3048
RE2-OB,recommendationservice,disk,2,late_window,0.5,0.0,1.0,1.0,0.8,24660,18563,12193,6096
RE2-OB,recommendationservice,disk,2,late_window,1.0,0.0,1.0,1.0,0.8,24660,24660,12193,12193
RE2-OB,recommendationservice,disk,3,random,0.1,0.0,1.0,1.0,0.8,24884,13663,12468,1247
RE2-OB,recommendationservice,disk,3,random,0.25,0.0,1.0,1.0,0.8,24884,15533,12468,3117
RE2-OB,recommendationservice,disk,3,random,0.5,0.0,1.0,1.0,0.8,24884,18650,12468,6234
RE2-OB,recommendationservice,disk,3,random,1.0,0.0,1.0,1.0,0.8,24884,24884,12468,12468
RE2-OB,recommendationservice,disk,3,early_window,0.1,0.0,1.0,1.0,0.8,24884,13663,12468,1247
RE2-OB,recommendationservice,disk,3,early_window,0.25,0.0,1.0,1.0,0.8,24884,15533,12468,3117
RE2-OB,recommendationservice,disk,3,early_window,0.5,0.0,1.0,1.0,0.8,24884,18650,12468,6234
RE2-OB,recommendationservice,disk,3,early_window,1.0,0.0,1.0,1.0,0.8,24884,24884,12468,12468
RE2-OB,recommendationservice,disk,3,late_window,0.1,0.0,1.0,1.0,0.8,24884,13663,12468,1247
RE2-OB,recommendationservice,disk,3,late_window,0.25,0.0,1.0,1.0,0.8,24884,15533,12468,3117
RE2-OB,recommendationservice,disk,3,late_window,0.5,0.0,1.0,1.0,0.8,24884,18650,12468,6234
RE2-OB,recommendationservice,disk,3,late_window,1.0,0.0,1.0,1.0,0.8,24884,24884,12468,12468
RE2-OB,recommendationservice,loss,1,random,0.1,0.0,1.0,1.0,0.8,21470,12714,9729,973
RE2-OB,recommendationservice,loss,1,random,0.25,0.0,1.0,1.0,0.8,21470,14173,9729,2432
RE2-OB,recommendationservice,loss,1,random,0.5,0.0,1.0,1.0,0.8,21470,16605,9729,4864
RE2-OB,recommendationservice,loss,1,random,1.0,0.0,1.0,1.0,0.8,21470,21470,9729,9729
RE2-OB,recommendationservice,loss,1,early_window,0.1,0.0,1.0,1.0,0.8,21470,12714,9729,973
RE2-OB,recommendationservice,loss,1,early_window,0.25,0.0,1.0,1.0,0.8,21470,14173,9729,2432
RE2-OB,recommendationservice,loss,1,early_window,0.5,0.0,1.0,1.0,0.8,21470,16605,9729,4864
RE2-OB,recommendationservice,loss,1,early_window,1.0,0.0,1.0,1.0,0.8,21470,21470,9729,9729
RE2-OB,recommendationservice,loss,1,late_window,0.1,0.0,1.0,1.0,0.8,21470,12714,9729,973
RE2-OB,recommendationservice,loss,1,late_window,0.25,0.0,0.0,1.0,0.4,21470,14173,9729,2432
RE2-OB,recommendationservice,loss,1,late_window,0.5,0.0,1.0,1.0,0.8,21470,16605,9729,4864
RE2-OB,recommendationservice,loss,1,late_window,1.0,0.0,1.0,1.0,0.8,21470,21470,9729,9729
RE2-OB,recommendationservice,loss,2,random,0.1,0.0,1.0,1.0,0.8,23300,13471,10921,1092
RE2-OB,recommendationservice,loss,2,random,0.25,0.0,1.0,1.0,0.8,23300,15109,10921,2730
RE2-OB,recommendationservice,loss,2,random,0.5,0.0,1.0,1.0,0.8,23300,17839,10921,5460
RE2-OB,recommendationservice,loss,2,random,1.0,0.0,1.0,1.0,0.8,23300,23300,10921,10921
RE2-OB,recommendationservice,loss,2,early_window,0.1,0.0,1.0,1.0,0.8,23300,13471,10921,1092
RE2-OB,recommendationservice,loss,2,early_window,0.25,0.0,1.0,1.0,0.8,23300,15109,10921,2730
RE2-OB,recommendationservice,loss,2,early_window,0.5,0.0,1.0,1.0,0.8,23300,17839,10921,5460
RE2-OB,recommendationservice,loss,2,early_window,1.0,0.0,1.0,1.0,0.8,23300,23300,10921,10921
RE2-OB,recommendationservice,loss,2,late_window,0.1,0.0,1.0,1.0,0.8,23300,13471,10921,1092
RE2-OB,recommendationservice,loss,2,late_window,0.25,0.0,1.0,1.0,0.8,23300,15109,10921,2730
RE2-OB,recommendationservice,loss,2,late_window,0.5,0.0,1.0,1.0,0.8,23300,17839,10921,5460
RE2-OB,recommendationservice,loss,2,late_window,1.0,0.0,1.0,1.0,0.8,23300,23300,10921,10921
RE2-OB,recommendationservice,loss,3,random,0.1,0.0,1.0,1.0,0.8,23093,13435,10731,1073
RE2-OB,recommendationservice,loss,3,random,0.25,0.0,1.0,1.0,0.8,23093,15045,10731,2683
RE2-OB,recommendationservice,loss,3,random,0.5,0.0,1.0,1.0,0.8,23093,17728,10731,5366
RE2-OB,recommendationservice,loss,3,random,1.0,0.0,1.0,1.0,0.8,23093,23093,10731,10731
RE2-OB,recommendationservice,loss,3,early_window,0.1,0.0,1.0,1.0,0.8,23093,13435,10731,1073
RE2-OB,recommendationservice,loss,3,early_window,0.25,0.0,1.0,1.0,0.8,23093,15045,10731,2683
RE2-OB,recommendationservice,loss,3,early_window,0.5,0.0,1.0,1.0,0.8,23093,17728,10731,5366
RE2-OB,recommendationservice,loss,3,early_window,1.0,0.0,1.0,1.0,0.8,23093,23093,10731,10731
RE2-OB,recommendationservice,loss,3,late_window,0.1,0.0,1.0,1.0,0.8,23093,13435,10731,1073
RE2-OB,recommendationservice,loss,3,late_window,0.25,0.0,1.0,1.0,0.8,23093,15045,10731,2683
RE2-OB,recommendationservice,loss,3,late_window,0.5,0.0,1.0,1.0,0.8,23093,17728,10731,5366
RE2-OB,recommendationservice,loss,3,late_window,1.0,0.0,1.0,1.0,0.8,23093,23093,10731,10731
RE2-OB,recommendationservice,mem,1,random,0.1,0.0,1.0,1.0,0.8,24159,13532,11808,1181
RE2-OB,recommendationservice,mem,1,random,0.25,0.0,1.0,1.0,0.8,24159,15303,11808,2952
RE2-OB,recommendationservice,mem,1,random,0.5,0.0,1.0,1.0,0.8,24159,18255,11808,5904
RE2-OB,recommendationservice,mem,1,random,1.0,0.0,1.0,1.0,0.8,24159,24159,11808,11808
RE2-OB,recommendationservice,mem,1,early_window,0.1,0.0,1.0,1.0,0.8,24159,13532,11808,1181
RE2-OB,recommendationservice,mem,1,early_window,0.25,0.0,1.0,1.0,0.8,24159,15303,11808,2952
RE2-OB,recommendationservice,mem,1,early_window,0.5,0.0,1.0,1.0,0.8,24159,18255,11808,5904
RE2-OB,recommendationservice,mem,1,early_window,1.0,0.0,1.0,1.0,0.8,24159,24159,11808,11808
RE2-OB,recommendationservice,mem,1,late_window,0.1,0.0,1.0,1.0,0.8,24159,13532,11808,1181
RE2-OB,recommendationservice,mem,1,late_window,0.25,0.0,1.0,1.0,0.8,24159,15303,11808,2952
RE2-OB,recommendationservice,mem,1,late_window,0.5,0.0,1.0,1.0,0.8,24159,18255,11808,5904
RE2-OB,recommendationservice,mem,1,late_window,1.0,0.0,1.0,1.0,0.8,24159,24159,11808,11808
RE2-OB,recommendationservice,mem,2,random,0.1,0.0,1.0,1.0,0.8,24014,13498,11684,1168
RE2-OB,recommendationservice,mem,2,random,0.25,0.0,1.0,1.0,0.8,24014,15251,11684,2921
RE2-OB,recommendationservice,mem,2,random,0.5,0.0,1.0,1.0,0.8,24014,18172,11684,5842
RE2-OB,recommendationservice,mem,2,random,1.0,0.0,1.0,1.0,0.8,24014,24014,11684,11684
RE2-OB,recommendationservice,mem,2,early_window,0.1,0.0,1.0,1.0,0.8,24014,13498,11684,1168
RE2-OB,recommendationservice,mem,2,early_window,0.25,0.0,1.0,1.0,0.8,24014,15251,11684,2921
RE2-OB,recommendationservice,mem,2,early_window,0.5,0.0,1.0,1.0,0.8,24014,18172,11684,5842
RE2-OB,recommendationservice,mem,2,early_window,1.0,0.0,1.0,1.0,0.8,24014,24014,11684,11684
RE2-OB,recommendationservice,mem,2,late_window,0.1,0.0,1.0,1.0,0.8,24014,13498,11684,1168
RE2-OB,recommendationservice,mem,2,late_window,0.25,0.0,1.0,1.0,0.8,24014,15251,11684,2921
RE2-OB,recommendationservice,mem,2,late_window,0.5,0.0,1.0,1.0,0.8,24014,18172,11684,5842
RE2-OB,recommendationservice,mem,2,late_window,1.0,0.0,1.0,1.0,0.8,24014,24014,11684,11684
RE2-OB,recommendationservice,socket,1,random,0.1,0.0,1.0,1.0,0.8,18952,13007,6605,660
RE2-OB,recommendationservice,socket,1,random,0.25,0.0,1.0,1.0,0.8,18952,13998,6605,1651
RE2-OB,recommendationservice,socket,1,random,0.5,0.0,1.0,1.0,0.8,18952,15649,6605,3302
RE2-OB,recommendationservice,socket,1,random,1.0,0.0,1.0,1.0,0.8,18952,18952,6605,6605
RE2-OB,recommendationservice,socket,1,early_window,0.1,0.0,1.0,1.0,0.8,18952,13007,6605,660
RE2-OB,recommendationservice,socket,1,early_window,0.25,0.0,1.0,1.0,0.8,18952,13998,6605,1651
RE2-OB,recommendationservice,socket,1,early_window,0.5,0.0,1.0,1.0,0.8,18952,15649,6605,3302
RE2-OB,recommendationservice,socket,1,early_window,1.0,0.0,1.0,1.0,0.8,18952,18952,6605,6605
RE2-OB,recommendationservice,socket,1,late_window,0.1,0.0,1.0,1.0,0.8,18952,13007,6605,660
RE2-OB,recommendationservice,socket,1,late_window,0.25,0.0,1.0,1.0,0.8,18952,13998,6605,1651
RE2-OB,recommendationservice,socket,1,late_window,0.5,0.0,1.0,1.0,0.8,18952,15649,6605,3302
RE2-OB,recommendationservice,socket,1,late_window,1.0,0.0,1.0,1.0,0.8,18952,18952,6605,6605
RE2-OB,recommendationservice,mem,3,random,0.1,0.0,1.0,1.0,0.8,23936,13491,11606,1161
RE2-OB,recommendationservice,mem,3,random,0.25,0.0,1.0,1.0,0.8,23936,15232,11606,2902
RE2-OB,recommendationservice,mem,3,random,0.5,0.0,1.0,1.0,0.8,23936,18133,11606,5803
RE2-OB,recommendationservice,mem,3,random,1.0,0.0,1.0,1.0,0.8,23936,23936,11606,11606
RE2-OB,recommendationservice,mem,3,early_window,0.1,0.0,1.0,1.0,0.8,23936,13491,11606,1161
RE2-OB,recommendationservice,mem,3,early_window,0.25,0.0,1.0,1.0,0.8,23936,15232,11606,2902
RE2-OB,recommendationservice,mem,3,early_window,0.5,0.0,1.0,1.0,0.8,23936,18133,11606,5803
