dataset,service,fault,instance,policy,budget,top1,top3,top5,avg5,full_trace_count,kept_trace_count,full_anomalous_trace_count,kept_anomalous_trace_count
RE2-OB,recommendationservice,mem,3,late_window,1.0,0.0,1.0,1.0,0.8,23936,23936,11606,11606
RE2-OB,recommendationservice,socket,2,random,0.1,0.0,1.0,1.0,0.8,24697,13580,12352,1235
RE2-OB,recommendationservice,socket,2,random,0.25,0.0,1.0,1.0,0.8,24697,15433,12352,3088
RE2-OB,recommendationservice,socket,2,random,0.5,0.0,1.0,1.0,0.8,24697,18521,12352,6176
RE2-OB,recommendationservice,socket,2,random,1.0,0.0,1.0,1.0,0.8,24697,24697,12352,12352
RE2-OB,recommendationservice,socket,2,early_window,0.1,0.0,1.0,1.0,0.8,24697,13580,12352,1235
RE2-OB,recommendationservice,socket,2,early_window,0.25,0.0,1.0,1.0,0.8,24697,15433,12352,3088
RE2-OB,recommendationservice,socket,2,early_window,0.5,0.0,1.0,1.0,0.8,24697,18521,12352,6176
RE2-OB,recommendationservice,socket,2,early_window,1.0,0.0,1.0,1.0,0.8,24697,24697,12352,12352
RE2-OB,recommendationservice,socket,2,late_window,0.1,0.0,1.0,1.0,0.8,24697,13580,12352,1235
RE2-OB,recommendationservice,socket,2,late_window,0.25,0.0,1.0,1.0,0.8,24697,15433,12352,3088
RE2-OB,recommendationservice,socket,2,late_window,0.5,0.0,0.0,1.0,0.4,24697,18521,12352,6176
RE2-OB,recommendationservice,socket,2,late_window,1.0,0.0,1.0,1.0,0.8,24697,24697,12352,12352
RE2-OB,recommendationservice,socket,3,random,0.1,0.0,1.0,1.0,0.8,24678,13622,12284,1228
RE2-OB,recommendationservice,socket,3,random,0.25,0.0,1.0,1.0,0.8,24678,15465,12284,3071
RE2-OB,recommendationservice,socket,3,random,0.5,0.0,1.0,1.0,0.8,24678,18536,12284,6142
RE2-OB,recommendationservice,socket,3,random,1.0,0.0,1.0,1.0,0.8,24678,24678,12284,12284
RE2-OB,recommendationservice,socket,3,early_window,0.1,0.0,1.0,1.0,0.8,24678,13622,12284,1228
RE2-OB,recommendationservice,socket,3,early_window,0.25,0.0,1.0,1.0,0.8,24678,15465,12284,3071
RE2-OB,recommendationservice,socket,3,early_window,0.5,0.0,1.0,1.0,0.8,24678,18536,12284,6142
RE2-OB,recommendationservice,socket,3,early_window,1.0,0.0,1.0,1.0,0.8,24678,24678,12284,12284
RE2-OB,recommendationservice,socket,3,late_window,0.1,0.0,0.0,0.0,0.0,24678,13622,12284,1228
RE2-OB,recommendationservice,socket,3,late_window,0.25,0.0,0.0,0.0,0.0,24678,15465,12284,3071
RE2-OB,recommendationservice,socket,3,late_window,0.5,0.0,0.0,0.0,0.0,24678,18536,12284,6142
RE2-OB,recommendationservice,socket,3,late_window,1.0,0.0,1.0,1.0,0.8,24678,24678,12284,12284
RE2-TT,ts-auth-service,cpu,2,random,0.1,1.0,1.0,1.0,1.0,6475,3639,3151,315
RE2-TT,ts-auth-service,cpu,2,random,0.25,1.0,1.0,1.0,1.0,6475,4112,3151,788
RE2-TT,ts-auth-service,cpu,2,random,0.5,1.0,1.0,1.0,1.0,6475,4900,3151,1576
RE2-TT,ts-auth-service,cpu,2,random,1.0,1.0,1.0,1.0,1.0,6475,6475,3151,3151
RE2-TT,ts-auth-service,cpu,2,early_window,0.1,1.0,1.0,1.0,1.0,6475,3639,3151,315
RE2-TT,ts-auth-service,cpu,2,early_window,0.25,1.0,1.0,1.0,1.0,6475,4112,3151,788
RE2-TT,ts-auth-service,cpu,2,early_window,0.5,1.0,1.0,1.0,1.0,6475,4900,3151,1576
RE2-TT,ts-auth-service,cpu,2,early_window,1.0,1.0,1.0,1.0,1.0,6475,6475,3151,3151
RE2-TT,ts-auth-service,cpu,2,late_window,0.1,1.0,1.0,1.0,1.0,6475,3639,3151,315
RE2-TT,ts-auth-service,cpu,2,late_window,0.25,1.0,1.0,1.0,1.0,6475,4112,3151,788
RE2-TT,ts-auth-service,cpu,2,late_window,0.5,1.0,1.0,1.0,1.0,6475,4900,3151,1576
RE2-TT,ts-auth-service,cpu,2,late_window,1.0,1.0,1.0,1.0,1.0,6475,6475,3151,3151
RE2-TT,ts-auth-service,cpu,1,random,0.1,1.0,1.0,1.0,1.0,6707,3751,3284,328
RE2-TT,ts-auth-service,cpu,1,random,0.25,1.0,1.0,1.0,1.0,6707,4244,3284,821
RE2-TT,ts-auth-service,cpu,1,random,0.5,1.0,1.0,1.0,1.0,6707,5065,3284,1642
RE2-TT,ts-auth-service,cpu,1,random,1.0,1.0,1.0,1.0,1.0,6707,6707,3284,3284
RE2-TT,ts-auth-service,cpu,1,early_window,0.1,1.0,1.0,1.0,1.0,6707,3751,3284,328
RE2-TT,ts-auth-service,cpu,1,early_window,0.25,1.0,1.0,1.0,1.0,6707,4244,3284,821
RE2-TT,ts-auth-service,cpu,1,early_window,0.5,1.0,1.0,1.0,1.0,6707,5065,3284,1642
RE2-TT,ts-auth-service,cpu,1,early_window,1.0,1.0,1.0,1.0,1.0,6707,6707,3284,3284
RE2-TT,ts-auth-service,cpu,1,late_window,0.1,1.0,1.0,1.0,1.0,6707,3751,3284,328
RE2-TT,ts-auth-service,cpu,1,late_window,0.25,1.0,1.0,1.0,1.0,6707,4244,3284,821
RE2-TT,ts-auth-service,cpu,1,late_window,0.5,1.0,1.0,1.0,1.0,6707,5065,3284,1642
RE2-TT,ts-auth-service,cpu,1,late_window,1.0,1.0,1.0,1.0,1.0,6707,6707,3284,3284
RE2-TT,ts-auth-service,cpu,3,random,0.1,1.0,1.0,1.0,1.0,6408,3577,3146,315
RE2-TT,ts-auth-service,cpu,3,random,0.25,1.0,1.0,1.0,1.0,6408,4048,3146,786
RE2-TT,ts-auth-service,cpu,3,random,0.5,1.0,1.0,1.0,1.0,6408,4835,3146,1573
RE2-TT,ts-auth-service,cpu,3,random,1.0,1.0,1.0,1.0,1.0,6408,6408,3146,3146
RE2-TT,ts-auth-service,cpu,3,early_window,0.1,1.0,1.0,1.0,1.0,6408,3577,3146,315
RE2-TT,ts-auth-service,cpu,3,early_window,0.25,1.0,1.0,1.0,1.0,6408,4048,3146,786
RE2-TT,ts-auth-service,cpu,3,early_window,0.5,1.0,1.0,1.0,1.0,6408,4835,3146,1573
RE2-TT,ts-auth-service,cpu,3,early_window,1.0,1.0,1.0,1.0,1.0,6408,6408,3146,3146
RE2-TT,ts-auth-service,cpu,3,late_window,0.1,1.0,1.0,1.0,1.0,6408,3577,3146,315
RE2-TT,ts-auth-service,cpu,3,late_window,0.25,1.0,1.0,1.0,1.0,6408,4048,3146,786
RE2-TT,ts-auth-service,cpu,3,late_window,0.5,1.0,1.0,1.0,1.0,6408,4835,3146,1573
RE2-TT,ts-auth-service,cpu,3,late_window,1.0,1.0,1.0,1.0,1.0,6408,6408,3146,3146
RE2-TT,ts-auth-service,delay,2,random,0.1,1.0,1.0,1.0,1.0,6491,3591,3222,322
RE2-TT,ts-auth-service,delay,2,random,0.25,1.0,1.0,1.0,1.0,6491,4075,3222,806
RE2-TT,ts-auth-service,delay,2,random,0.5,1.0,1.0,1.0,1.0,6491,4880,3222,1611
RE2-TT,ts-auth-service,delay,2,random,1.0,1.0,1.0,1.0,1.0,6491,6491,3222,3222
RE2-TT,ts-auth-service,delay,2,early_window,0.1,1.0,1.0,1.0,1.0,6491,3591,3222,322
RE2-TT,ts-auth-service,delay,2,early_window,0.25,1.0,1.0,1.0,1.0,6491,4075,3222,806
RE2-TT,ts-auth-service,delay,2,early_window,0.5,1.0,1.0,1.0,1.0,6491,4880,3222,1611
RE2-TT,ts-auth-service,delay,2,early_window,1.0,1.0,1.0,1.0,1.0,6491,6491,3222,3222
RE2-TT,ts-auth-service,delay,2,late_window,0.1,1.0,1.0,1.0,1.0,6491,3591,3222,322
RE2-TT,ts-auth-service,delay,2,late_window,0.25,1.0,1.0,1.0,1.0,6491,4075,3222,806
RE2-TT,ts-auth-service,delay,2,late_window,0.5,1.0,1.0,1.0,1.0,6491,4880,3222,1611
RE2-TT,ts-auth-service,delay,2,late_window,1.0,1.0,1.0,1.0,1.0,6491,6491,3222,3222
RE2-TT,ts-auth-service,delay,1,random,0.1,1.0,1.0,1.0,1.0,6478,3649,3143,314
RE2-TT,ts-auth-service,delay,1,random,0.25,1.0,1.0,1.0,1.0,6478,4121,3143,786
RE2-TT,ts-auth-service,delay,1,random,0.5,1.0,1.0,1.0,1.0,6478,4907,3143,1572
RE2-TT,ts-auth-service,delay,1,random,1.0,1.0,1.0,1.0,1.0,6478,6478,3143,3143
RE2-TT,ts-auth-service,delay,1,early_window,0.1,1.0,1.0,1.0,1.0,6478,3649,3143,314
RE2-TT,ts-auth-service,delay,1,early_window,0.25,1.0,1.0,1.0,1.0,6478,4121,3143,786
RE2-TT,ts-auth-service,delay,1,early_window,0.5,1.0,1.0,1.0,1.0,6478,4907,3143,1572
RE2-TT,ts-auth-service,delay,1,early_window,1.0,1.0,1.0,1.0,1.0,6478,6478,3143,3143
RE2-TT,ts-auth-service,delay,1,late_window,0.1,1.0,1.0,1.0,1.0,6478,3649,3143,314
RE2-TT,ts-auth-service,delay,1,late_window,0.25,1.0,1.0,1.0,1.0,6478,4121,3143,786
RE2-TT,ts-auth-service,delay,1,late_window,0.5,1.0,1.0,1.0,1.0,6478,4907,3143,1572
RE2-TT,ts-auth-service,delay,1,late_window,1.0,1.0,1.0,1.0,1.0,6478,6478,3143,3143
RE2-TT,ts-auth-service,delay,3,random,0.1,1.0,1.0,1.0,1.0,6860,3792,3409,341
RE2-TT,ts-auth-service,delay,3,random,0.25,1.0,1.0,1.0,1.0,6860,4303,3409,852
RE2-TT,ts-auth-service,delay,3,random,0.5,1.0,1.0,1.0,1.0,6860,5155,3409,1704
RE2-TT,ts-auth-service,delay,3,random,1.0,1.0,1.0,1.0,1.0,6860,6860,3409,3409
RE2-TT,ts-auth-service,delay,3,early_window,0.1,1.0,1.0,1.0,1.0,6860,3792,3409,341
RE2-TT,ts-auth-service,delay,3,early_window,0.25,1.0,1.0,1.0,1.0,6860,4303,3409,852
RE2-TT,ts-auth-service,delay,3,early_window,0.5,1.0,1.0,1.0,1.0,6860,5155,3409,1704
RE2-TT,ts-auth-service,delay,3,early_window,1.0,1.0,1.0,1.0,1.0,6860,6860,3409,3409
RE2-TT,ts-auth-service,delay,3,late_window,0.1,1.0,1.0,1.0,1.0,6860,3792,3409,341
RE2-TT,ts-auth-service,delay,3,late_window,0.25,1.0,1.0,1.0,1.0,6860,4303,3409,852
RE2-TT,ts-auth-service,delay,3,late_window,0.5,1.0,1.0,1.0,1.0,6860,5155,3409,1704
RE2-TT,ts-auth-service,delay,3,late_window,1.0,1.0,1.0,1.0,1.0,6860,6860,3409,3409
RE2-TT,ts-auth-service,disk,1,random,0.1,0.0,1.0,1.0,0.8,6479,3615,3182,318
RE2-TT,ts-auth-service,disk,1,random,0.25,1.0,1.0,1.0,1.0,6479,4093,3182,796
RE2-TT,ts-auth-service,disk,1,random,0.5,1.0,1.0,1.0,1.0,6479,4888,3182,1591
RE2-TT,ts-auth-service,disk,1,random,1.0,1.0,1.0,1.0,1.0,6479,6479,3182,3182
RE2-TT,ts-auth-service,disk,1,early_window,0.1,1.0,1.0,1.0,1.0,6479,3615,3182,318
RE2-TT,ts-auth-service,disk,1,early_window,0.25,1.0,1.0,1.0,1.0,6479,4093,3182,796
RE2-TT,ts-auth-service,disk,1,early_window,0.5,1.0,1.0,1.0,1.0,6479,4888,3182,1591
RE2-TT,ts-auth-service,disk,1,early_window,1.0,1.0,1.0,1.0,1.0,6479,6479,3182,3182
RE2-TT,ts-auth-service,disk,1,late_window,0.1,0.0,1.0,1.0,0.8,6479,3615,3182,318
RE2-TT,ts-auth-service,disk,1,late_window,0.25,0.0,1.0,1.0,0.8,6479,4093,3182,796
RE2-TT,ts-auth-service,disk,1,late_window,0.5,0.0,1.0,1.0,0.8,6479,4888,3182,1591
RE2-TT,ts-auth-service,disk,1,late_window,1.0,1.0,1.0,1.0,1.0,6479,6479,3182,3182
RE2-TT,ts-auth-service,disk,2,random,0.1,1.0,1.0,1.0,1.0,6415,3596,3132,313
RE2-TT,ts-auth-service,disk,2,random,0.25,1.0,1.0,1.0,1.0,6415,4066,3132,783
RE2-TT,ts-auth-service,disk,2,random,0.5,1.0,1.0,1.0,1.0,6415,4849,3132,1566
RE2-TT,ts-auth-service,disk,2,random,1.0,1.0,1.0,1.0,1.0,6415,6415,3132,3132
RE2-TT,ts-auth-service,disk,2,early_window,0.1,1.0,1.0,1.0,1.0,6415,3596,3132,313
RE2-TT,ts-auth-service,disk,2,early_window,0.25,1.0,1.0,1.0,1.0,6415,4066,3132,783
RE2-TT,ts-auth-service,disk,2,early_window,0.5,1.0,1.0,1.0,1.0,6415,4849,3132,1566
RE2-TT,ts-auth-service,disk,2,early_window,1.0,1.0,1.0,1.0,1.0,6415,6415,3132,3132
RE2-TT,ts-auth-service,disk,2,late_window,0.1,1.0,1.0,1.0,1.0,6415,3596,3132,313
RE2-TT,ts-auth-service,disk,2,late_window,0.25,1.0,1.0,1.0,1.0,6415,4066,3132,783
RE2-TT,ts-auth-service,disk,2,late_window,0.5,1.0,1.0,1.0,1.0,6415,4849,3132,1566
RE2-TT,ts-auth-service,disk,2,late_window,1.0,1.0,1.0,1.0,1.0,6415,6415,3132,3132
RE2-TT,ts-auth-service,disk,3,random,0.1,1.0,1.0,1.0,1.0,6550,3672,3198,320
RE2-TT,ts-auth-service,disk,3,random,0.25,1.0,1.0,1.0,1.0,6550,4152,3198,800
RE2-TT,ts-auth-service,disk,3,random,0.5,1.0,1.0,1.0,1.0,6550,4951,3198,1599
RE2-TT,ts-auth-service,disk,3,random,1.0,1.0,1.0,1.0,1.0,6550,6550,3198,3198
RE2-TT,ts-auth-service,disk,3,early_window,0.1,1.0,1.0,1.0,1.0,6550,3672,3198,320
RE2-TT,ts-auth-service,disk,3,early_window,0.25,1.0,1.0,1.0,1.0,6550,4152,3198,800
RE2-TT,ts-auth-service,disk,3,early_window,0.5,1.0,1.0,1.0,1.0,6550,4951,3198,1599
RE2-TT,ts-auth-service,disk,3,early_window,1.0,1.0,1.0,1.0,1.0,6550,6550,3198,3198
RE2-TT,ts-auth-service,disk,3,late_window,0.1,1.0,1.0,1.0,1.0,6550,3672,3198,320
RE2-TT,ts-auth-service,disk,3,late_window,0.25,1.0,1.0,1.0,1.0,6550,4152,3198,800
RE2-TT,ts-auth-service,disk,3,late_window,0.5,1.0,1.0,1.0,1.0,6550,4951,3198,1599
RE2-TT,ts-auth-service,disk,3,late_window,1.0,1.0,1.0,1.0,1.0,6550,6550,3198,3198
RE2-TT,ts-auth-service,loss,2,random,0.1,1.0,1.0,1.0,1.0,6673,3747,3251,325
RE2-TT,ts-auth-service,loss,2,random,0.25,1.0,1.0,1.0,1.0,6673,4235,3251,813
RE2-TT,ts-auth-service,loss,2,random,0.5,1.0,1.0,1.0,1.0,6673,5048,3251,1626
RE2-TT,ts-auth-service,loss,2,random,1.0,1.0,1.0,1.0,1.0,6673,6673,3251,3251
RE2-TT,ts-auth-service,loss,2,early_window,0.1,1.0,1.0,1.0,1.0,6673,3747,3251,325
RE2-TT,ts-auth-service,loss,2,early_window,0.25,1.0,1.0,1.0,1.0,6673,4235,3251,813
RE2-TT,ts-auth-service,loss,2,early_window,0.5,1.0,1.0,1.0,1.0,6673,5048,3251,1626
RE2-TT,ts-auth-service,loss,2,early_window,1.0,1.0,1.0,1.0,1.0,6673,6673,3251,3251
RE2-TT,ts-auth-service,loss,2,late_window,0.1,1.0,1.0,1.0,1.0,6673,3747,3251,325
RE2-TT,ts-auth-service,loss,2,late_window,0.25,1.0,1.0,1.0,1.0,6673,4235,3251,813
RE2-TT,ts-auth-service,loss,2,late_window,0.5,1.0,1.0,1.0,1.0,6673,5048,3251,1626
RE2-TT,ts-auth-service,loss,2,late_window,1.0,1.0,1.0,1.0,1.0,6673,6673,3251,3251
RE2-TT,ts-auth-service,loss,1,random,0.1,1.0,1.0,1.0,1.0,6667,3682,3317,332
RE2-TT,ts-auth-service,loss,1,random,0.25,1.0,1.0,1.0,1.0,6667,4179,3317,829
RE2-TT,ts-auth-service,loss,1,random,0.5,1.0,1.0,1.0,1.0,6667,5008,3317,1658
RE2-TT,ts-auth-service,loss,1,random,1.0,1.0,1.0,1.0,1.0,6667,6667,3317,3317
RE2-TT,ts-auth-service,loss,1,early_window,0.1,0.0,0.0,0.0,0.0,6667,3682,3317,332
RE2-TT,ts-auth-service,loss,1,early_window,0.25,0.0,0.0,1.0,0.4,6667,4179,3317,829
RE2-TT,ts-auth-service,loss,1,early_window,0.5,0.0,1.0,1.0,0.8,6667,5008,3317,1658
RE2-TT,ts-auth-service,loss,1,early_window,1.0,1.0,1.0,1.0,1.0,6667,6667,3317,3317
RE2-TT,ts-auth-service,loss,1,late_window,0.1,1.0,1.0,1.0,1.0,6667,3682,3317,332
RE2-TT,ts-auth-service,loss,1,late_window,0.25,1.0,1.0,1.0,1.0,6667,4179,3317,829
RE2-TT,ts-auth-service,loss,1,late_window,0.5,1.0,1.0,1.0,1.0,6667,5008,3317,1658
RE2-TT,ts-auth-service,loss,1,late_window,1.0,1.0,1.0,1.0,1.0,6667,6667,3317,3317
RE2-TT,ts-auth-service,loss,3,random,0.1,1.0,1.0,1.0,1.0,6601,3642,3288,329
RE2-TT,ts-auth-service,loss,3,random,0.25,0.0,1.0,1.0,0.6,6601,4135,3288,822
RE2-TT,ts-auth-service,loss,3,random,0.5,1.0,1.0,1.0,1.0,6601,4957,3288,1644
RE2-TT,ts-auth-service,loss,3,random,1.0,1.0,1.0,1.0,1.0,6601,6601,3288,3288
RE2-TT,ts-auth-service,loss,3,early_window,0.1,1.0,1.0,1.0,1.0,6601,3642,3288,329
RE2-TT,ts-auth-service,loss,3,early_window,0.25,1.0,1.0,1.0,1.0,6601,4135,3288,822
RE2-TT,ts-auth-service,loss,3,early_window,0.5,1.0,1.0,1.0,1.0,6601,4957,3288,1644
RE2-TT,ts-auth-service,loss,3,early_window,1.0,1.0,1.0,1.0,1.0,6601,6601,3288,3288
RE2-TT,ts-auth-service,loss,3,late_window,0.1,1.0,1.0,1.0,1.0,6601,3642,3288,329
RE2-TT,ts-auth-service,loss,3,late_window,0.25,0.0,1.0,1.0,0.6,6601,4135,3288,822
RE2-TT,ts-auth-service,loss,3,late_window,0.5,0.0,1.0,1.0,0.8,6601,4957,3288,1644
RE2-TT,ts-auth-service,loss,3,late_window,1.0,1.0,1.0,1.0,1.0,6601,6601,3288,3288
RE2-TT,ts-auth-service,mem,3,random,0.1,1.0,1.0,1.0,1.0,6330,3572,3064,306
RE2-TT,ts-auth-service,mem,3,random,0.25,1.0,1.0,1.0,1.0,6330,4032,3064,766
RE2-TT,ts-auth-service,mem,3,random,0.5,1.0,1.0,1.0,1.0,6330,4798,3064,1532
RE2-TT,ts-auth-service,mem,3,random,1.0,1.0,1.0,1.0,1.0,6330,6330,3064,3064
RE2-TT,ts-auth-service,mem,3,early_window,0.1,1.0,1.0,1.0,1.0,6330,3572,3064,306
RE2-TT,ts-auth-service,mem,3,early_window,0.25,1.0,1.0,1.0,1.0,6330,4032,3064,766
RE2-TT,ts-auth-service,mem,3,early_window,0.5,1.0,1.0,1.0,1.0,6330,4798,3064,1532
RE2-TT,ts-auth-service,mem,3,early_window,1.0,1.0,1.0,1.0,1.0,6330,6330,3064,3064
RE2-TT,ts-auth-service,mem,3,late_window,0.1,1.0,1.0,1.0,1.0,6330,3572,3064,306
RE2-TT,ts-auth-service,mem,3,late_window,0.25,1.0,1.0,1.0,1.0,6330,4032,3064,766
RE2-TT,ts-auth-service,mem,3,late_window,0.5,1.0,1.0,1.0,1.0,6330,4798,3064,1532
RE2-TT,ts-auth-service,mem,3,late_window,1.0,1.0,1.0,1.0,1.0,6330,6330,3064,3064
RE2-TT,ts-auth-service,mem,1,random,0.1,1.0,1.0,1.0,1.0,6507,3683,3138,314
RE2-TT,ts-auth-service,mem,1,random,0.25,1.0,1.0,1.0,1.0,6507,4153,3138,784
RE2-TT,ts-auth-service,mem,1,random,0.5,1.0,1.0,1.0,1.0,6507,4938,3138,1569
RE2-TT,ts-auth-service,mem,1,random,1.0,1.0,1.0,1.0,1.0,6507,6507,3138,3138
RE2-TT,ts-auth-service,mem,1,early_window,0.1,1.0,1.0,1.0,1.0,6507,3683,3138,314
RE2-TT,ts-auth-service,mem,1,early_window,0.25,1.0,1.0,1.0,1.0,6507,4153,3138,784
RE2-TT,ts-auth-service,mem,1,early_window,0.5,1.0,1.0,1.0,1.0,6507,4938,3138,1569
RE2-TT,ts-auth-service,mem,1,early_window,1.0,1.0,1.0,1.0,1.0,6507,6507,3138,3138
RE2-TT,ts-auth-service,mem,1,late_window,0.1,1.0,1.0,1.0,1.0,6507,3683,3138,314
RE2-TT,ts-auth-service,mem,1,late_window,0.25,1.0,1.0,1.0,1.0,6507,4153,3138,784
RE2-TT,ts-auth-service,mem,1,late_window,0.5,1.0,1.0,1.0,1.0,6507,4938,3138,1569
RE2-TT,ts-auth-service,mem,1,late_window,1.0,1.0,1.0,1.0,1.0,6507,6507,3138,3138
RE2-TT,ts-auth-service,socket,1,random,0.1,1.0,1.0,1.0,1.0,6545,3714,3146,315
RE2-TT,ts-auth-service,socket,1,random,0.25,1.0,1.0,1.0,1.0,6545,4185,3146,786
RE2-TT,ts-auth-service,socket,1,random,0.5,1.0,1.0,1.0,1.0,6545,4972,3146,1573
RE2-TT,ts-auth-service,socket,1,random,1.0,1.0,1.0,1.0,1.0,6545,6545,3146,3146
RE2-TT,ts-auth-service,socket,1,early_window,0.1,1.0,1.0,1.0,1.0,6545,3714,3146,315
RE2-TT,ts-auth-service,socket,1,early_window,0.25,1.0,1.0,1.0,1.0,6545,4185,3146,786
RE2-TT,ts-auth-service,socket,1,early_window,0.5,1.0,1.0,1.0,1.0,6545,4972,3146,1573
RE2-TT,ts-auth-service,socket,1,early_window,1.0,1.0,1.0,1.0,1.0,6545,6545,3146,3146
RE2-TT,ts-auth-service,socket,1,late_window,0.1,1.0,1.0,1.0,1.0,6545,3714,3146,315
RE2-TT,ts-auth-service,socket,1,late_window,0.25,1.0,1.0,1.0,1.0,6545,4185,3146,786
RE2-TT,ts-auth-service,socket,1,late_window,0.5,1.0,1.0,1.0,1.0,6545,4972,3146,1573
RE2-TT,ts-auth-service,socket,1,late_window,1.0,1.0,1.0,1.0,1.0,6545,6545,3146,3146
RE2-TT,ts-auth-service,mem,2,random,0.1,1.0,1.0,1.0,1.0,6325,3625,3000,300
RE2-TT,ts-auth-service,mem,2,random,0.25,1.0,1.0,1.0,1.0,6325,4075,3000,750
RE2-TT,ts-auth-service,mem,2,random,0.5,1.0,1.0,1.0,1.0,6325,4825,3000,1500
RE2-TT,ts-auth-service,mem,2,random,1.0,1.0,1.0,1.0,1.0,6325,6325,3000,3000
RE2-TT,ts-auth-service,mem,2,early_window,0.1,1.0,1.0,1.0,1.0,6325,3625,3000,300
RE2-TT,ts-auth-service,mem,2,early_window,0.25,1.0,1.0,1.0,1.0,6325,4075,3000,750
RE2-TT,ts-auth-service,mem,2,early_window,0.5,1.0,1.0,1.0,1.0,6325,4825,3000,1500
RE2-TT,ts-auth-service,mem,2,early_window,1.0,1.0,1.0,1.0,1.0,6325,6325,3000,3000
RE2-TT,ts-auth-service,mem,2,late_window,0.1,1.0,1.0,1.0,1.0,6325,3625,3000,300
RE2-TT,ts-auth-service,mem,2,late_window,0.25,1.0,1.0,1.0,1.0,6325,4075,3000,750
RE2-TT,ts-auth-service,mem,2,late_window,0.5,1.0,1.0,1.0,1.0,6325,4825,3000,1500
RE2-TT,ts-auth-service,mem,2,late_window,1.0,1.0,1.0,1.0,1.0,6325,6325,3000,3000
RE2-TT,ts-auth-service,socket,2,random,0.1,1.0,1.0,1.0,1.0,6437,3641,3107,311
RE2-TT,ts-auth-service,socket,2,random,0.25,1.0,1.0,1.0,1.0,6437,4107,3107,777
RE2-TT,ts-auth-service,socket,2,random,0.5,1.0,1.0,1.0,1.0,6437,4884,3107,1554
RE2-TT,ts-auth-service,socket,2,random,1.0,1.0,1.0,1.0,1.0,6437,6437,3107,3107
RE2-TT,ts-auth-service,socket,2,early_window,0.1,1.0,1.0,1.0,1.0,6437,3641,3107,311
RE2-TT,ts-auth-service,socket,2,early_window,0.25,1.0,1.0,1.0,1.0,6437,4107,3107,777
RE2-TT,ts-auth-service,socket,2,early_window,0.5,1.0,1.0,1.0,1.0,6437,4884,3107,1554
RE2-TT,ts-auth-service,socket,2,early_window,1.0,1.0,1.0,1.0,1.0,6437,6437,3107,3107
RE2-TT,ts-auth-service,socket,2,late_window,0.1,1.0,1.0,1.0,1.0,6437,3641,3107,311
RE2-TT,ts-auth-service,socket,2,late_window,0.25,1.0,1.0,1.0,1.0,6437,4107,3107,777
RE2-TT,ts-auth-service,socket,2,late_window,0.5,1.0,1.0,1.0,1.0,6437,4884,3107,1554
RE2-TT,ts-auth-service,socket,2,late_window,1.0,1.0,1.0,1.0,1.0,6437,6437,3107,3107
RE2-TT,ts-order-service,cpu,1,random,0.1,1.0,1.0,1.0,1.0,6477,3512,3295,330
RE2-TT,ts-order-service,cpu,1,random,0.25,1.0,1.0,1.0,1.0,6477,4006,3295,824
RE2-TT,ts-order-service,cpu,1,random,0.5,1.0,1.0,1.0,1.0,6477,4830,3295,1648
RE2-TT,ts-order-service,cpu,1,random,1.0,1.0,1.0,1.0,1.0,6477,6477,3295,3295
RE2-TT,ts-order-service,cpu,1,early_window,0.1,1.0,1.0,1.0,1.0,6477,3512,3295,330
RE2-TT,ts-order-service,cpu,1,early_window,0.25,1.0,1.0,1.0,1.0,6477,4006,3295,824
RE2-TT,ts-order-service,cpu,1,early_window,0.5,1.0,1.0,1.0,1.0,6477,4830,3295,1648
RE2-TT,ts-order-service,cpu,1,early_window,1.0,1.0,1.0,1.0,1.0,6477,6477,3295,3295
RE2-TT,ts-order-service,cpu,1,late_window,0.1,1.0,1.0,1.0,1.0,6477,3512,3295,330
RE2-TT,ts-order-service,cpu,1,late_window,0.25,1.0,1.0,1.0,1.0,6477,4006,3295,824
RE2-TT,ts-order-service,cpu,1,late_window,0.5,1.0,1.0,1.0,1.0,6477,4830,3295,1648
RE2-TT,ts-order-service,cpu,1,late_window,1.0,1.0,1.0,1.0,1.0,6477,6477,3295,3295
RE2-TT,ts-auth-service,socket,3,random,0.1,1.0,1.0,1.0,1.0,6355,3639,3018,302
RE2-TT,ts-auth-service,socket,3,random,0.25,1.0,1.0,1.0,1.0,6355,4091,3018,754
RE2-TT,ts-auth-service,socket,3,random,0.5,1.0,1.0,1.0,1.0,6355,4846,3018,1509
RE2-TT,ts-auth-service,socket,3,random,1.0,1.0,1.0,1.0,1.0,6355,6355,3018,3018
RE2-TT,ts-auth-service,socket,3,early_window,0.1,1.0,1.0,1.0,1.0,6355,3639,3018,302
RE2-TT,ts-auth-service,socket,3,early_window,0.25,1.0,1.0,1.0,1.0,6355,4091,3018,754
RE2-TT,ts-auth-service,socket,3,early_window,0.5,1.0,1.0,1.0,1.0,6355,4846,3018,1509
RE2-TT,ts-auth-service,socket,3,early_window,1.0,1.0,1.0,1.0,1.0,6355,6355,3018,3018
RE2-TT,ts-auth-service,socket,3,late_window,0.1,1.0,1.0,1.0,1.0,6355,3639,3018,302
RE2-TT,ts-auth-service,socket,3,late_window,0.25,1.0,1.0,1.0,1.0,6355,4091,3018,754
RE2-TT,ts-auth-service,socket,3,late_window,0.5,1.0,1.0,1.0,1.0,6355,4846,3018,1509
RE2-TT,ts-auth-service,socket,3,late_window,1.0,1.0,1.0,1.0,1.0,6355,6355,3018,3018
