dataset,budget,seed,cases,top1,top3,top5,avg5,total_reduction,post_injection_reduction
RE2-TT,0.75,2034,90,0.8333333333333334,0.9777777777777777,0.9888888888888889,0.951111111111111,0.12186612178363296,0.250010045727328
RE2-TT,0.75,2035,90,0.8333333333333334,0.9888888888888889,1.0,0.9555555555555556,0.12186612178363296,0.250010045727328
RE2-TT,1.0,2026,90,0.8333333333333334,0.9888888888888889,1.0,0.9555555555555556,0.0,0.0
RE2-TT,1.0,2027,90,0.8333333333333334,0.9888888888888889,1.0,0.9555555555555556,0.0,0.0
RE2-TT,1.0,2028,90,0.8333333333333334,0.9888888888888889,1.0,0.9555555555555556,0.0,0.0
RE2-TT,1.0,2029,90,0.8333333333333334,0.9888888888888889,1.0,0.9555555555555556,0.0,0.0
RE2-TT,1.0,2030,90,0.8333333333333334,0.9888888888888889,1.0,0.9555555555555556,0.0,0.0
RE2-TT,1.0,2031,90,0.8333333333333334,0.9888888888888889,1.0,0.9555555555555556,0.0,0.0
RE2-TT,1.0,2032,90,0.8333333333333334,0.9888888888888889,1.0,0.9555555555555556,0.0,0.0
RE2-TT,1.0,2033,90,0.8333333333333334,0.9888888888888889,1.0,0.9555555555555556,0.0,0.0
RE2-TT,1.0,2034,90,0.8333333333333334,0.9888888888888889,1.0,0.9555555555555556,0.0,0.0
RE2-TT,1.0,2035,90,0.8333333333333334,0.9888888888888889,1.0,0.9555555555555556,0.0,0.0
